GeneSym,ZEB1
NDUFB8,1
NDUFB9,1
NDUFC1,1
NDUFC2,1
NDUFC2-KCTD14,1
NDUFS1,1
NDUFS2,0
NDUFS3,1
NDUFS4,1
NDUFS5,0
NDUFS6,1
NDUFS7,1
NDUFS8,1
NDUFV1,1
NDUFV2,0
NDUFV3,1
NEAT1,1
NEB,0
NEBL,0
NECAB1,0
NECAB2,0
NECAB3,0
NECAP1,1
NECAP2,1
NEDD1,1
NEDD4,0
NEDD4L,0
NEDD8,1
NEDD8-MDP1,1
NEDD9,1
NEFH,0
NEFL,0
NEFM,0
NEGR1,0
NEIL1,1
NEIL2,1
NEIL3,1
NEK1,1
NEK10,0
NEK11,0
NEK2,0
NEK3,1
NEK4,1
NEK5,0
NEK6,0
NEK7,1
NEK8,1
NEK9,0
NELFA,1
NELFB,1
NELFCD,0
NELFE,0
NELL1,0
NELL2,0
NEMF,0
NENF,0
NEO1,0
NEPNP,0
NES,0
NET1,1
NETO1,0
NETO2,1
NEU1,1
NEU2,0
NEU3,1
NEU4,0
NEURL1,1
NEURL1B,0
NEURL2,1
NEURL3,1
NEURL4,0
NEUROD1,0
NEUROD2,0
NEUROD4,0
NEUROD6,0
NEUROG1,0
NEUROG2,1
NEUROG3,0
NEXN,0
NF1,0
NF1P2,0
NF2,0
NFAM1,0
NFASC,0
NFAT5,1
NFATC1,0
NFATC2,0
NFATC2IP,0
NFATC3,1
NFATC4,1
NFE2,0
NFE2L1,1
NFE2L2,1
NFE2L3,1
NFIA,1
NFIB,0
NFIC,0
NFIL3,0
NFIX,0
NFKB1,1
NFKB2,1
NFKBIA,1
NFKBIB,0
NFKBID,1
NFKBIE,0
NFKBIL1,1
NFKBIZ,0
NFRKB,1
NFS1,1
NFU1,0
NFX1,1
NFXL1,1
NFYA,0
NFYB,1
NFYC,1
NGB,0
NGDN,0
NGEF,0
NGF,0
NGFR,1
NGFRAP1,0
NGLY1,1
NGRN,1
NHEG1,0
NHEJ1,1
NHLH1,0
NHLH2,0
NHLRC1,0
NHLRC2,1
NHLRC3,1
NHLRC4,0
NHP2,0
NHP2L1,0
NHS,0
NHSL1,0
NHSL2,0
NICN1,1
NID1,0
NID2,0
NIF3L1,1
NIFK,0
NIM1K,0
NIN,0
NINJ1,1
NINJ2,0
NINL,0
NIP7,0
NIPA1,1
NIPA2,1
NIPAL1,1
NIPAL2,1
NIPAL3,1
NIPAL4,0
NIPBL,1
NIPSNAP1,1
NIPSNAP3A,1
NIPSNAP3B,1
NISCH,1
NIT1,1
NIT2,1
NKAIN1,0
NKAIN2,0
NKAIN3,0
NKAIN4,0
NKAP,0
NKAPL,0
NKAPP1,0
NKD1,1
NKD2,1
NKG7,0
NKIRAS1,1
NKIRAS2,0
NKPD1,0
NKRF,0
NKTR,1
NKX1-2,0
NKX2-1,0
NKX2-2,0
NKX2-2-AS1,0
NKX2-3,0
NKX2-4,0
NKX2-5,0
NKX2-6,0
NKX2-8,0
NKX3-1,1
NKX3-2,0
NKX6-1,0
NKX6-2,0
NKX6-3,1
NLE1,1
NLGN1,0
NLGN2,0
NLGN3,0
NLGN4X,0
NLGN4Y,0
NLK,1
NLN,1
NLRC3,1
NLRC4,0
NLRC5,0
NLRP1,0
NLRP10,0
NLRP11,0
NLRP12,0
NLRP13,0
NLRP14,0
NLRP2,1
NLRP3,0
NLRP4,0
NLRP5,0
NLRP6,0
NLRP7,0
NLRP8,0
NLRP9,0
NLRX1,1
NMB,0
NMBR,0
NMD3,1
NME1,1
NME1-NME2,1
NME2,1
NME3,1
NME4,0
NME5,0
NME6,1
NME7,0
NME8,0
NME9,0
NMI,0
NMNAT1,1
NMNAT2,0
NMNAT3,0
NMRAL1,1
NMRK1,1
NMRK2,0
NMS,0
NMT1,0
NMT2,1
NMU,0
NMUR1,1
NMUR2,0
NNAT,0
NNMT,0
NNT,1
NOA1,1
NOB1,1
NOBOX,0
NOC2L,1
NOC3L,1
NOC4L,1
NOD1,0
NOD2,0
NODAL,1
NOG,0
NOL10,1
NOL11,1
NOL12,0
NOL3,0
NOL4,0
NOL4L,0
NOL6,0
NOL7,1
NOL8,1
NOL9,1
NOLC1,1
NOM1,1
NOMO1,0
NOMO2,0
NOMO3,0
NONO,0
NOP10,1
NOP14,1
NOP14-AS1,1
NOP16,1
NOP2,1
NOP56,1
NOP58,1
NOP9,1
NOS1,0
NOS1AP,0
NOS2,0
NOS3,0
NOSIP,1
NOSTRIN,0
NOTCH1,1
NOTCH2,0
NOTCH2NL,1
NOTCH3,0
NOTCH4,0
NOTO,0
NOTUM,1
NOV,0
NOVA1,0
NOVA2,0
NOX1,0
NOX3,0
NOX4,0
NOX5,0
NOXA1,1
NOXO1,0
NOXRED1,0
NPAP1,0
NPAS1,0
NPAS2,0
NPAS3,0
NPAS4,1
NPAT,1
NPB,0
NPBWR1,0
NPBWR2,0
NPC1,1
NPC1L1,0
NPC2,1
NPDC1,1
NPEPL1,0
NPEPPS,0
NPFF,0
NPFFR1,0
NPFFR2,0
NPHP1,1
NPHP3,0
NPHP3-ACAD11,0
NPHP3-AS1,0
NPHP4,1
NPHS1,0
NPHS2,0
NPIPB3,0
NPL,1
NPLOC4,1
NPM1,1
NPM2,1
NPM3,1
NPNT,1
NPPA,0
NPPA-AS1,0
NPPB,1
NPPC,0
NPR1,0
NPR2,0
NPR3,0
NPRL2,1
NPRL3,0
NPS,0
NPSR1,0
NPTN,0
NPTX1,0
NPTX2,0
NPTXR,0
NPVF,0
NPW,0
NPY,0
NPY1R,0
NPY2R,0
NPY4R,0
NPY5R,0
NPY6R,0
NQO1,1
NQO2,0
NR0B1,0
NR0B2,1
NR1D1,0
NR1D2,1
NR1H2,1
NR1H3,1
NR1H4,0
NR1H5P,0
NR1I2,0
NR1I3,0
NR2C1,1
NR2C2,1
NR2C2AP,1
NR2E1,0
NR2E3,0
NR2F1,0
NR2F2,0
NR2F6,1
NR3C1,0
NR3C2,1
NR4A1,1
NR4A2,1
NR4A3,1
NR5A1,0
NR5A2,0
NR6A1,1
NRADDP,0
NRAP,0
NRARP,1
NRAS,0
NRBF2,1
NRBP1,0
NRBP2,0
NRCAM,0
NRD1,1
NRDE2,0
NREP,0
NRF1,0
NRG1,0
NRG2,1
NRG3,0
NRG4,0
NRGN,0
NRIP1,0
NRIP2,0
NRIP3,0
NRK,0
NRL,0
NRM,0
NRN1,0
NRN1L,1
NRON,0
NRP1,0
NRP2,0
NRROS,1
NRSN1,0
NRSN2,1
NRTN,0
NRXN1,0
NRXN2,1
NRXN3,0
NSA2,1
NSD1,1
NSDHL,0
NSF,0
NSFL1C,1
NSG1,0
NSL1,1
NSMAF,0
NSMCE1,1
NSMCE2,1
NSMCE4A,1
NSMF,1
NSRP1,0
NSUN2,1
NSUN3,1
NSUN4,1
NSUN5,1
NSUN5P1,0
NSUN5P2,0
NSUN6,1
NSUN7,1
NT5C,1
NT5C1A,0
NT5C1B,0
NT5C1B-RDH14,0
NT5C2,0
NT5C3A,0
NT5C3B,1
NT5DC1,1
NT5DC2,1
NT5DC3,1
NT5E,1
NT5M,1
NTAN1,0
NTF3,0
NTF4,0
NTHL1,1
NTM,0
NTMT1,1
NTN1,0
NTN3,0
NTN4,1
NTN5,0
NTNG1,0
NTNG2,0
NTPCR,1
NTRK1,1
NTRK2,1
NTRK3,0
NTS,0
NTSR1,0
NTSR2,0
NUAK1,0
NUAK2,0
NUB1,1
NUBP1,1
NUBP2,1
NUBPL,0
NUCB1,0
NUCB2,1
NUCKS1,1
NUDC,0
NUDCD1,1
NUDCD2,1
NUDCD3,1
NUDT1,1
NUDT10,0
NUDT11,0
NUDT12,0
NUDT13,0
NUDT14,1
NUDT15,1
NUDT16,1
NUDT16L1,1
NUDT16P1,0
NUDT17,1
NUDT18,1
NUDT19,1
NUDT2,0
NUDT21,0
NUDT22,1
NUDT3,0
NUDT4,0
NUDT4P1,0
NUDT5,0
NUDT6,0
NUDT7,0
NUDT8,1
NUDT9,1
NUDT9P1,0
NUF2,1
NUFIP1,1
NUFIP2,1
NUGGC,0
NUMA1,1
NUMB,1
NUMBL,0
NUP107,1
NUP133,1
NUP153,1
NUP155,1
NUP160,1
NUP188,1
NUP205,0
NUP210,1
NUP210L,0
NUP210P1,0
NUP214,0
NUP35,1
NUP37,1
NUP43,1
NUP50,1
NUP54,1
NUP62,1
NUP62CL,0
NUP85,0
NUP88,1
NUP93,1
NUP98,0
NUPL1,0
NUPL2,1
NUPR1,0
NUPR1L,0
NUS1,1
NUSAP1,0
NUTF2,1
NUTM1,0
NUTM2A,0
NUTM2D,0
NUTM2F,0
NUTM2G,0
NVL,1
NWD1,0
NWD2,0
NXF1,1
NXF2,0
NXF2B,0
NXF3,0
NXF4,0
NXF5,0
NXN,0
NXNL1,0
NXNL2,1
NXPE1,0
NXPE2,0
NXPE3,1
NXPE4,0
NXPH1,0
NXPH2,0
NXPH3,1
NXPH4,1
NXT1,1
NXT2,0
NYAP1,1
NYAP2,0
NYNRIN,0
NYX,0
OAF,1
OARD1,0
OAS1,0
OAS2,0
OAS3,1
OASL,1
OAT,0
OAZ1,1
OAZ2,1
OAZ3,1
OBFC1,0
OBP2A,0
OBP2B,0
OBSCN,0
OBSL1,0
OC90,0
OCA2,0
OCEL1,1
OCIAD1,1
OCIAD2,1
OCLM,0
OCLN,1
OCM,0
OCM2,0
OCRL,0
OCSTAMP,0
ODAM,0
ODC1,1
ODF1,0
ODF2,0
ODF2L,1
ODF3,0
ODF3B,1
ODF3L1,0
ODF3L2,0
ODF4,0
OFD1,1
OGDH,1
OGDHL,1
OGFOD1,0
OGFOD2,1
OGFOD3,1
OGFR,0
OGFRL1,0
OGG1,0
OGN,0
OGT,1
OIP5,0
OIP5-AS1,0
OIT3,0
OLA1,1
OLAH,0
OLFM1,0
OLFM2,0
OLFM3,0
OLFM4,0
OLFML1,0
OLFML2A,1
OLFML2B,0
OLFML3,0
OLIG1,0
OLIG2,0
OLIG3,0
OLR1,0
OMA1,1
OMD,0
OMG,0
OMP,0
ONECUT1,0
ONECUT2,0
ONECUT3,0
OOEP,0
OOSP1,0
OOSP2,0
OPA1,1
OPA3,0
OPALIN,0
OPCML,0
OPHN1,0
OPLAH,0
OPN1LW,0
OPN1MW,0
OPN1MW2,0
OPN1SW,0
OPN3,0
OPN4,0
OPN5,0
OPRD1,0
OPRK1,0
OPRL1,1
OPRM1,0
OPTC,0
OPTN,1
OR10A2,0
OR10A3,0
OR10A4,0
OR10A5,0
OR10A6,0
OR10A7,0
OR10AD1,0
OR10AG1,0
OR10C1,0
OR10G2,0
OR10G3,0
OR10G4,0
OR10G7,0
OR10G8,0
OR10G9,0
OR10H1,0
OR10H2,0
OR10H3,0
OR10H4,0
OR10H5,0
OR10J1,0
OR10J3,0
OR10J5,0
OR10K1,0
OR10K2,0
OR10P1,0
OR10Q1,0
OR10R2,0
OR10S1,0
OR10T2,0
OR10V1,0
OR10V2P,0
OR10W1,0
OR10X1,0
OR10Z1,0
OR11A1,0
OR11G2,0
OR11H12,0
OR11H2,0
OR11H4,0
OR11H6,0
OR11L1,0
OR12D2,0
OR12D3,0
OR13A1,0
OR13C2,0
OR13C3,0
OR13C4,0
OR13C5,0
OR13C8,0
OR13C9,0
OR13D1,0
OR13F1,0
OR13G1,0
OR13H1,0
OR13J1,0
OR14A16,0
OR14C36,0
OR14I1,0
OR14J1,0
OR1A1,0
OR1A2,0
OR1B1,0
OR1C1,0
OR1D2,0
OR1D4,0
OR1D5,0
OR1E1,0
OR1E2,0
OR1F1,0
OR1F2P,0
OR1G1,0
OR1I1,0
OR1J1,0
OR1J2,0
OR1J4,0
OR1K1,0
OR1L1,0
OR1L3,0
OR1L4,0
OR1L6,0
OR1L8,0
OR1M1,0
OR1N1,0
OR1N2,0
OR1Q1,0
OR1S1,0
OR1S2,0
OR2A1,0
OR2A12,0
OR2A14,0
OR2A2,0
OR2A20P,0
OR2A25,0
OR2A4,0
OR2A42,0
OR2A5,0
OR2A7,0
OR2A9P,0
OR2AE1,0
OR2AG1,0
OR2AG2,0
OR2AK2,0
OR2AP1,0
OR2AT4,0
OR2B11,0
OR2B2,0
OR2B6,0
OR2C1,0
OR2C3,0
OR2D2,0
OR2D3,0
OR2F1,1
OR2F2,0
OR2G2,0
OR2G3,0
OR2G6,0
OR2H2,0
OR2J2,0
OR2K2,0
OR2L13,0
OR2L1P,0
OR2L2,0
OR2L3,0
OR2L8,0
OR2M1P,0
OR2M2,0
OR2M3,0
OR2M4,0
OR2M5,0
OR2M7,0
OR2S2,0
OR2T1,0
OR2T10,0
OR2T11,0
OR2T12,0
OR2T2,0
OR2T27,0
OR2T29,0
OR2T3,0
OR2T33,0
OR2T34,0
OR2T35,0
OR2T4,0
OR2T5,0
OR2T6,0
OR2T8,0
OR2V2,0
OR2W1,0
OR2W3,0
OR2W5,0
OR2Y1,0
OR2Z1,0
OR3A1,0
OR3A2,0
OR3A3,0
OR3A4P,0
OR4A15,0
OR4A16,0
OR4A47,0
OR4A5,0
OR4B1,0
OR4C11,0
OR4C12,0
OR4C13,0
OR4C15,0
OR4C16,0
OR4C3,0
OR4C45,0
OR4C46,0
OR4C6,0
OR4D1,0
OR4D10,0
OR4D11,0
OR4D2,0
OR4D5,0
OR4D6,0
OR4D9,0
OR4E2,0
OR4F13P,0
OR4F15,0
OR4F16,0
OR4F17,0
OR4F21,0
OR4F29,0
OR4F3,0
OR4F4,0
OR4F5,0
OR4F6,0
OR4K1,0
OR4K13,0
OR4K14,0
OR4K15,0
OR4K17,0
OR4K2,0
OR4K5,0
OR4L1,0
OR4M1,0
OR4M2,0
OR4N2,0
OR4N3P,0
OR4N4,0
OR4N5,0
OR4P4,0
OR4Q3,0
OR4S1,0
OR4S2,0
OR4X1,0
OR4X2,0
OR51A2,0
OR51A4,0
OR51A7,0
OR51B2,0
OR51B4,0
OR51B5,0
OR51B6,0
OR51D1,0
OR51E1,0
OR51E2,0
OR51F1,0
OR51F2,0
OR51G1,0
OR51G2,0
OR51I1,0
OR51I2,0
OR51L1,0
OR51M1,0
OR51Q1,0
OR51S1,0
OR51T1,0
OR51V1,0
OR52A1,0
OR52A5,0
OR52B2,0
OR52B4,0
OR52B6,0
OR52D1,0
OR52E2,0
OR52E4,0
OR52E6,0
OR52E8,0
OR52H1,0
OR52I1,0
OR52I2,0
OR52J3,0
OR52K1,0
OR52K2,0
OR52L1,0
OR52M1,0
OR52N1,0
OR52N2,0
OR52N4,0
OR52N5,0
OR52R1,0
OR52W1,0
OR56A1,0
OR56A3,0
OR56A4,0
OR56A5,0
OR56B1,0
OR56B4,0
OR5A1,0
OR5A2,0
OR5AC2,0
OR5AK2,0
OR5AK4P,0
OR5AN1,0
OR5AP2,0
OR5AR1,0
OR5AS1,0
OR5AU1,0
OR5B12,0
OR5B17,0
OR5B2,0
OR5B21,0
OR5B3,0
OR5C1,0
OR5D13,0
OR5D14,0
OR5D16,0
OR5D18,0
OR5E1P,0
OR5F1,0
OR5H1,0
OR5H14,0
OR5H15,0
OR5H2,0
OR5H6,0
OR5I1,0
OR5J2,0
OR5K1,0
OR5K2,0
OR5K3,0
OR5K4,0
OR5L1,0
OR5L2,0
OR5M1,0
OR5M10,0
OR5M11,0
OR5M3,0
OR5M8,0
OR5M9,0
OR5P2,0
OR5P3,0
OR5R1,0
OR5T1,0
OR5T2,0
OR5T3,0
OR5W2,0
OR6A2,0
OR6B1,0
OR6B2,0
OR6B3,0
OR6C1,0
OR6C2,0
OR6C3,0
OR6C4,0
OR6C6,0
OR6C65,0
OR6C68,0
OR6C70,0
OR6C74,0
OR6C75,0
OR6C76,0
OR6F1,0
OR6K2,0
OR6K3,0
OR6K6,0
OR6M1,0
OR6N1,0
OR6N2,0
OR6P1,0
OR6Q1,0
OR6S1,0
OR6T1,0
OR6V1,0
OR6W1P,0
OR6X1,0
OR6Y1,0
OR7A10,0
OR7A17,0
OR7A5,0
OR7C1,0
OR7C2,0
OR7D2,0
OR7D4,0
OR7E12P,0
OR7E14P,0
OR7E156P,0
OR7E24,0
OR7E2P,0
OR7E37P,0
OR7E5P,0
OR7E91P,0
OR7G1,0
OR7G2,0
OR7G3,0
OR8A1,0
OR8B12,0
OR8B2,0
OR8B3,0
OR8B4,0
OR8B8,0
OR8D1,0
OR8D2,0
OR8D4,0
OR8G1,0
OR8G2,0
OR8G5,0
OR8H1,0
OR8H2,0
OR8H3,0
OR8I2,0
OR8J1,0
OR8J3,0
OR8K1,0
OR8K3,0
OR8K5,0
OR8S1,0
OR8U1,0
OR8U8,0
OR9A2,0
OR9A4,0
OR9G1,0
OR9G4,0
OR9G9,0
OR9I1,0
OR9K2,0
OR9Q1,0
OR9Q2,0
ORAI1,0
ORAI2,1
ORAI3,1
ORAOV1,1
ORC1,1
ORC2,1
ORC3,1
ORC4,1
ORC5,0
ORC6,1
ORM1,0
ORM2,0
ORMDL1,1
ORMDL2,1
ORMDL3,1
OS9,0
OSBP,1
OSBP2,1
OSBPL10,1
OSBPL11,1
OSBPL1A,0
OSBPL2,1
OSBPL3,1
OSBPL5,0
OSBPL6,0
OSBPL7,1
OSBPL8,1
OSBPL9,0
OSCAR,1
OSCP1,1
OSER1,1
OSGEP,1
OSGEPL1,1
OSGIN1,0
OSGIN2,1
OSM,1
OSMR,0
OSR1,0
OSR2,0
OST4,1
OSTC,0
OSTCP1,0
OSTF1,1
OSTM1,1
OSTN,0
OTC,0
OTOA,0
OTOF,0
OTOG,0
OTOGL,0
OTOL1,0
OTOP1,0
OTOP2,0
OTOP3,0
OTOR,0
OTOS,0
OTP,0
OTUB1,1
OTUB2,0
OTUD1,1
OTUD3,0
OTUD4,1
OTUD5,0
OTUD6A,0
OTUD6B,1
OTUD7A,0
OTUD7B,1
OTULIN,1
OTX1,1
OTX2,0
OTX2-AS1,0
OVCA2,1
OVCH1,0
OVCH2,0
OVGP1,0
OVOL1,1
OVOL2,1
OXA1L,0
OXCT1,1
OXCT2,0
OXER1,0
OXGR1,0
OXLD1,0
OXNAD1,1
OXR1,0
OXSM,1
OXSR1,1
OXT,0
OXTR,1
P2RX1,0
P2RX2,0
P2RX3,0
P2RX4,1
P2RX5,0
P2RX5-TAX1BP3,0
P2RX6,0
P2RX6P,0
P2RX7,0
P2RY1,0
P2RY10,0
P2RY11,1
P2RY12,0
P2RY13,0
P2RY14,0
P2RY2,0
P2RY4,0
P2RY6,0
P2RY8,1
P4HA1,1
P4HA2,1
P4HA3,0
P4HB,1
P4HTM,1
PA2G4,1
PA2G4P4,0
PAAF1,1
PABPC1,1
PABPC1L,1
PABPC1L2A,0
PABPC1L2B,0
PABPC1P2,0
PABPC3,0
PABPC4,1
PABPC4L,0
PABPC5,0
PABPN1,1
PABPN1L,0
PACRG,1
PACRGL,1
PACS1,1
PACS2,1
PACSIN1,0
PACSIN2,1
PACSIN3,0
PADI1,0
PADI2,1
PADI3,0
PADI4,0
PADI6,0
PAEP,1
PAF1,1
PAFAH1B1,0
PAFAH1B2,1
PAFAH1B3,1
PAFAH2,1
PAG1,0
PAGE1,0
PAGE2,0
PAGE2B,0
PAGE3,0
PAGE4,0
PAGE5,0
PAGR1,1
PAH,1
PAICS,0
PAIP1,1
PAIP2,1
PAIP2B,1
PAK1,1
PAK1IP1,0
PAK2,1
PAK3,0
PAK4,1
PAK6,0
PAK7,0
PALB2,1
PALD1,1
PALLD,0
PALM,0
PALM2,0
PALM2-AKAP2,0
PALM3,0
PALMD,0
PAM,0
PAM16,0
PAMR1,0
PAN2,0
PAN3,1
PAN3-AS1,1
PANK1,1
PANK2,0
PANK3,0
PANK4,1
PANX1,1
PANX2,0
PANX3,0
PAOX,1
PAPD4,0
PAPD5,1
PAPD7,1
PAPL,0
PAPLN,0
PAPOLA,1
PAPOLB,0
PAPOLG,1
PAPPA,0
PAPPA2,0
PAPSS1,1
PAPSS2,0
PAQR3,1
PAQR4,1
PAQR5,0
PAQR6,0
PAQR7,0
PAQR8,1
PAQR9,0
PARD3,0
PARD3B,1
PARD6A,1
PARD6B,1
PARD6G,0
PARG,0
PARK2,1
PARK7,1
PARL,1
PARM1,1
PARN,1
PARP1,0
PARP10,1
PARP11,0
PARP12,1
PARP14,1
PARP15,0
PARP16,1
PARP2,1
PARP3,1
PARP4,1
PARP6,1
PARP8,0
PARP9,1
PARPBP,1
PARS2,1
PART1,0
PARVA,0
PARVB,0
PARVG,0
PASD1,0
PASK,1
PATE1,0
PATE2,0
PATE3,0
PATE4,0
PATL1,1
PATL2,0
PATZ1,1
PAWR,1
PAX1,0
PAX2,0
PAX3,0
PAX4,0
PAX5,1
PAX6,1
PAX7,0
PAX8,0
PAX9,0
PAXBP1,1
PAXBP1-AS1,1
PAXIP1,1
PBDC1,0
PBK,0
PBLD,1
PBOV1,0
PBRM1,1
PBX1,0
PBX2,0
PBX3,1
PBX4,0
PBXIP1,1
PC,0
PCA3,0
PCAT1,0
PCAT4,0
PCBD1,0
PCBD2,1
PCBP1,1
PCBP1-AS1,1
PCBP2,1
PCBP3,0
PCBP4,0
PCCA,1
PCCB,1
PCDH1,0
PCDH10,0
PCDH11X,0
PCDH11Y,0
PCDH12,0
PCDH15,0
PCDH17,0
PCDH18,0
PCDH19,0
PCDH20,0
PCDH7,0
PCDH8,0
PCDH9,0
PCDHA1,0
PCDHA10,0
PCDHA11,0
PCDHA12,0
PCDHA13,0
PCDHA2,0
PCDHA3,0
PCDHA4,0
PCDHA5,0
PCDHA6,0
PCDHA7,0
PCDHA8,0
PCDHA9,0
PCDHAC1,0
PCDHAC2,0
PCDHB1,0
PCDHB10,0
PCDHB11,0
PCDHB12,0
PCDHB13,0
PCDHB14,0
PCDHB15,0
PCDHB16,0
PCDHB17,0
PCDHB18,0
PCDHB19P,0
PCDHB2,0
PCDHB3,0
PCDHB4,0
PCDHB5,0
PCDHB6,0
PCDHB7,0
PCDHB8,0
PCDHB9,0
PCDHGA1,0
PCDHGA10,0
PCDHGA11,0
PCDHGA12,0
PCDHGA2,0
PCDHGA3,0
PCDHGA4,0
PCDHGA5,0
PCDHGA6,0
PCDHGA7,0
PCDHGA8,0
PCDHGA9,0
PCDHGB1,0
PCDHGB2,0
PCDHGB3,0
PCDHGB4,0
PCDHGB5,0
PCDHGB6,0
PCDHGB7,0
PCDHGB8P,0
PCDHGC3,0
PCDHGC4,0
PCDHGC5,0
PCED1A,1
PCED1B,0
PCF11,0
PCGEM1,0
PCGF1,1
PCGF2,0
PCGF3,0
PCGF5,1
PCGF6,0
PCID2,1
PCIF1,1
PCK1,0
PCK2,1
PCLO,1
PCM1,1
PCMT1,1
PCMTD1,1
PCMTD2,0
PCNA,1
PCNA-AS1,1
PCNAP1,0
PCNP,1
PCNT,1
PCNX,1
PCNXL2,1
PCNXL3,1
PCNXL4,0
PCOLCE,0
PCOLCE2,0
PCP2,0
PCP4,0
PCP4L1,0
PCSK1,0
PCSK1N,0
PCSK2,0
PCSK4,1
PCSK5,0
PCSK6,0
PCSK7,1
PCSK9,0
PCTP,0
PCYOX1,1
PCYOX1L,1
PCYT1A,1
PCYT1B,0
PCYT2,1
PDAP1,0
PDC,0
PDCD1,1
PDCD10,1
PDCD11,1
PDCD1LG2,1
PDCD2,1
PDCD2L,1
PDCD4,0
PDCD5,1
PDCD6,1
PDCD6IP,1
PDCD7,1
PDCL,0
PDCL2,0
PDCL3,1
PDDC1,1
PDE10A,0
PDE11A,0
PDE12,1
PDE1A,0
PDE1B,0
PDE1C,0
PDE2A,0
PDE3A,0
PDE3B,0
PDE4A,1
PDE4B,0
PDE4C,0
PDE4D,0
PDE4DIP,0
PDE5A,1
PDE6A,0
PDE6B,0
PDE6C,0
PDE6D,0
PDE6G,0
PDE6H,0
PDE7A,1
PDE7B,0
PDE8A,1
PDE8B,0
PDE9A,0
PDF,1
PDGFA,0
PDGFB,1
PDGFC,0
PDGFD,0
PDGFRA,0
PDGFRB,0
PDGFRL,0
PDHA1,1
PDHA2,0
PDHB,1
PDHX,1
PDIA2,0
PDIA3,1
PDIA3P1,0
PDIA4,1
PDIA5,1
PDIA6,1
PDIK1L,1
PDILT,0
PDK1,1
PDK2,1
PDK3,1
PDK4,0
PDLIM1,1
PDLIM2,1
PDLIM3,0
PDLIM4,0
PDLIM5,1
PDLIM7,0
PDP1,0
PDP2,1
PDPK1,0
PDPN,0
PDPR,0
PDRG1,1
PDS5A,1
PDS5B,1
PDSS1,1
PDSS2,1
PDX1,0
PDXDC1,1
PDXDC2P,1
PDXK,1
PDXP,1
PDYN,0
PDZD11,0
PDZD2,0
PDZD3,0
PDZD4,0
PDZD7,1
PDZD8,1
PDZD9,0
PDZK1,1
PDZK1IP1,0
PDZK1P2,0
PDZRN3,0
PDZRN4,0
PEA15,0
PEAK1,0
PEAR1,1
PEBP1,0
PEBP4,0
PECAM1,0
PECR,1
PEF1,1
PEG10,1
PEG3,0
PEG3-AS1,0
PELI1,0
PELI2,0
PELI3,1
PELO,1
PELP1,1
PEMT,1
PENK,0
PEPD,1
PER1,1
PER2,0
PER3,1
PER4,0
PERM1,0
PERP,1
PES1,0
PET100,1
PET117,1
PEX1,1
PEX10,1
PEX11A,1
PEX11B,1
PEX11G,0
PEX12,1
PEX13,1
PEX14,1
PEX16,1
PEX19,0
PEX2,1
PEX26,1
PEX3,1
PEX5,1
PEX5L,1
PEX6,1
PEX7,1
PF4,0
PF4V1,0
PFAS,1
PFDN1,0
PFDN2,1
PFDN4,1
PFDN5,0
PFDN6,0
PFKFB1,0
PFKFB2,1
PFKFB3,1
PFKFB4,1
PFKL,1
PFKM,1
PFKP,1
PFN1,1
PFN1P2,0
PFN2,1
PFN3,1
PFN4,1
PGA3,0
PGA4,0
PGA5,0
PGAM1,0
PGAM2,0
PGAM4,0
PGAM5,1
PGAP1,1
PGAP2,0
PGAP3,0
PGBD1,1
PGBD2,1
PGBD3,0
PGBD4,1
PGBD5,0
PGC,0
PGCP1,0
PGD,1
PGF,0
PGGT1B,0
PGK1,0
PGK2,0
PGLS,1
PGLYRP1,0
PGLYRP2,0
PGLYRP3,0
PGLYRP4,0
PGM1,1
PGM2,1
PGM2L1,1
PGM3,1
PGM5,0
PGM5P2,0
PGP,1
PGPEP1,1
PGPEP1L,0
PGR,0
PGRMC1,1
PGRMC2,1
PGS1,1
PHACTR1,0
PHACTR2,0
PHACTR3,0
PHACTR4,1
PHAX,1
PHB,0
PHB2,1
PHC1,0
PHC2,0
PHC3,0
PHEX,0
PHF1,1
PHF10,1
PHF11,1
PHF12,1
PHF13,1
PHF14,0
PHF19,1
PHF2,0
PHF20,0
PHF20L1,0
PHF21A,0
PHF21B,0
PHF23,1
PHF2P1,0
PHF3,0
PHF5A,1
PHF6,0
PHF7,0
PHF8,0
PHGDH,1
PHGR1,0
PHIP,0
PHKA1,0
PHKA2,1
PHKB,1
PHKG1,0
PHKG2,1
PHLDA1,1
PHLDA2,1
PHLDA3,0
PHLDB1,0
PHLDB2,0
PHLDB3,1
PHLPP1,1
PHLPP2,0
PHOSPHO1,0
PHOSPHO2,1
PHOSPHO2-KLHL23,1
PHOX2A,0
PHOX2B,0
PHPT1,1
PHRF1,1
PHTF1,1
PHTF2,1
PHYH,0
PHYHD1,0
PHYHIP,0
PHYHIPL,0
PHYKPL,0
PI15,0
PI16,0
PI3,0
PI4K2A,0
PI4K2B,1
PI4KA,1
PI4KAP1,0
PI4KAP2,0
PI4KB,0
PIANP,0
PIAS1,1
PIAS2,1
PIAS3,1
PIAS4,1
PIBF1,1
PICALM,1
PICK1,1
PID1,0
PIDD1,1
PIEZO1,1
PIEZO2,1
PIF1,1
PIFO,0
PIGA,0
PIGB,0
PIGC,0
PIGF,1
PIGG,1
PIGH,1
PIGK,1
PIGL,1
PIGM,1
PIGN,1
PIGO,1
PIGP,1
