GeneSym,NFIC
NEK5,0
NEK6,1
NEK7,1
NEK8,1
NEK9,1
NELFA,1
NELFB,1
NELFCD,1
NELFE,0
NELL1,0
NELL2,0
NEMF,1
NENF,0
NEO1,1
NEPNP,0
NES,0
NET1,1
NETO1,0
NETO2,1
NEU1,1
NEU2,0
NEU3,1
NEU4,1
NEURL1,0
NEURL1B,1
NEURL2,1
NEURL3,1
NEURL4,1
NEUROD1,0
NEUROD2,1
NEUROD4,0
NEUROD6,0
NEUROG1,0
NEUROG2,1
NEUROG3,1
NEXN,1
NF1,1
NF1P2,0
NF2,1
NFAM1,0
NFASC,0
NFAT5,1
NFATC1,1
NFATC2,1
NFATC2IP,1
NFATC3,1
NFATC4,1
NFE2,1
NFE2L1,1
NFE2L2,1
NFE2L3,0
NFIA,1
NFIB,0
NFIC,1
NFIL3,1
NFIX,0
NFKB1,1
NFKB2,1
NFKBIA,1
NFKBIB,1
NFKBID,1
NFKBIE,1
NFKBIL1,1
NFKBIZ,1
NFRKB,1
NFS1,1
NFU1,1
NFX1,1
NFXL1,1
NFYA,1
NFYB,1
NFYC,1
NGB,1
NGDN,1
NGEF,1
NGF,0
NGFR,0
NGFRAP1,1
NGLY1,1
NGRN,1
NHEG1,1
NHEJ1,1
NHLH1,0
NHLH2,0
NHLRC1,1
NHLRC2,1
NHLRC3,1
NHLRC4,1
NHP2,1
NHP2L1,1
NHS,0
NHSL1,1
NHSL2,0
NICN1,1
NID1,1
NID2,0
NIF3L1,1
NIFK,1
NIM1K,1
NIN,1
NINJ1,1
NINJ2,0
NINL,1
NIP7,1
NIPA1,1
NIPA2,1
NIPAL1,1
NIPAL2,1
NIPAL3,1
NIPAL4,0
NIPBL,1
NIPSNAP1,1
NIPSNAP3A,1
NIPSNAP3B,1
NISCH,1
NIT1,1
NIT2,1
NKAIN1,0
NKAIN2,0
NKAIN3,0
NKAIN4,0
NKAP,1
NKAPL,0
NKAPP1,1
NKD1,1
NKD2,0
NKG7,1
NKIRAS1,1
NKIRAS2,1
NKPD1,0
NKRF,1
NKTR,1
NKX1-2,1
NKX2-1,0
NKX2-2,0
NKX2-2-AS1,0
NKX2-3,0
NKX2-4,0
NKX2-5,1
NKX2-6,0
NKX2-8,0
NKX3-1,1
NKX3-2,1
NKX6-1,0
NKX6-2,0
NKX6-3,0
NLE1,1
NLGN1,0
NLGN2,0
NLGN3,0
NLGN4X,0
NLGN4Y,0
NLK,1
NLN,1
NLRC3,1
NLRC4,1
NLRC5,0
NLRP1,0
NLRP10,0
NLRP11,0
NLRP12,0
NLRP13,0
NLRP14,0
NLRP2,0
NLRP3,1
NLRP4,0
NLRP5,0
NLRP6,0
NLRP7,0
NLRP8,0
NLRP9,0
NLRX1,1
NMB,1
NMBR,0
NMD3,1
NME1,1
NME1-NME2,1
NME2,1
NME3,1
NME4,0
NME5,0
NME6,1
NME7,1
NME8,0
NME9,0
NMI,1
NMNAT1,1
NMNAT2,0
NMNAT3,0
NMRAL1,1
NMRK1,1
NMRK2,0
NMS,0
NMT1,1
NMT2,0
NMU,1
NMUR1,0
NMUR2,0
NNAT,0
NNMT,1
NNT,1
NOA1,1
NOB1,1
NOBOX,0
NOC2L,1
NOC3L,1
NOC4L,1
NOD1,1
NOD2,1
NODAL,0
NOG,0
NOL10,1
NOL11,1
NOL12,1
NOL3,1
NOL4,1
NOL4L,1
NOL6,1
NOL7,1
NOL8,1
NOL9,1
NOLC1,1
NOM1,1
NOMO1,0
NOMO2,0
NOMO3,0
NONO,1
NOP10,1
NOP14,1
NOP14-AS1,1
NOP16,1
NOP2,1
NOP56,1
NOP58,1
NOP9,1
NOS1,0
NOS1AP,0
NOS2,0
NOS3,0
NOSIP,1
NOSTRIN,0
NOTCH1,1
NOTCH2,1
NOTCH2NL,1
NOTCH3,0
NOTCH4,0
NOTO,0
NOTUM,1
NOV,1
NOVA1,0
NOVA2,0
NOX1,0
NOX3,0
NOX4,0
NOX5,0
NOXA1,1
NOXO1,1
NOXRED1,0
NPAP1,0
NPAS1,1
NPAS2,1
NPAS3,1
NPAS4,1
NPAT,1
NPB,1
NPBWR1,0
NPBWR2,0
NPC1,1
NPC1L1,1
NPC2,1
NPDC1,1
NPEPL1,0
NPEPPS,1
NPFF,0
NPFFR1,0
NPFFR2,0
NPHP1,1
NPHP3,1
NPHP3-ACAD11,1
NPHP3-AS1,1
NPHP4,1
NPHS1,0
NPHS2,0
NPIPB3,1
NPL,1
NPLOC4,1
NPM1,1
NPM2,1
NPM3,1
NPNT,1
NPPA,0
NPPA-AS1,1
NPPB,0
NPPC,0
NPR1,0
NPR2,0
NPR3,0
NPRL2,1
NPRL3,1
NPS,0
NPSR1,0
NPTN,1
NPTX1,0
NPTX2,0
NPTXR,1
NPVF,0
NPW,1
NPY,0
NPY1R,1
NPY2R,0
NPY4R,0
NPY5R,1
NPY6R,0
NQO1,1
NQO2,1
NR0B1,0
NR0B2,1
NR1D1,1
NR1D2,1
NR1H2,1
NR1H3,1
NR1H4,1
NR1H5P,0
NR1I2,0
NR1I3,1
NR2C1,1
NR2C2,1
NR2C2AP,1
NR2E1,0
NR2E3,0
NR2F1,1
NR2F2,0
NR2F6,1
NR3C1,1
NR3C2,1
NR4A1,1
NR4A2,1
NR4A3,1
NR5A1,1
NR5A2,0
NR6A1,1
NRADDP,0
NRAP,0
NRARP,0
NRAS,1
NRBF2,1
NRBP1,1
NRBP2,1
NRCAM,1
NRD1,1
NRDE2,1
NREP,0
NRF1,1
NRG1,0
NRG2,1
NRG3,0
NRG4,0
NRGN,0
NRIP1,1
NRIP2,0
NRIP3,0
NRK,0
NRL,1
NRM,1
NRN1,0
NRN1L,1
NRON,1
NRP1,1
NRP2,1
NRROS,1
NRSN1,0
NRSN2,1
NRTN,1
NRXN1,0
NRXN2,1
NRXN3,1
NSA2,1
NSD1,1
NSDHL,0
NSF,0
NSFL1C,1
NSG1,0
NSL1,1
NSMAF,1
NSMCE1,1
NSMCE2,1
NSMCE4A,1
NSMF,1
NSRP1,1
NSUN2,1
NSUN3,1
NSUN4,1
NSUN5,1
NSUN5P1,1
NSUN5P2,1
NSUN6,1
NSUN7,0
NT5C,1
NT5C1A,1
NT5C1B,0
NT5C1B-RDH14,0
NT5C2,1
NT5C3A,1
NT5C3B,1
NT5DC1,1
NT5DC2,1
NT5DC3,1
NT5E,1
NT5M,1
NTAN1,1
NTF3,0
NTF4,0
NTHL1,1
NTM,0
NTMT1,1
NTN1,1
NTN3,0
NTN4,0
NTN5,0
NTNG1,1
NTNG2,0
NTPCR,0
NTRK1,1
NTRK2,0
NTRK3,0
NTS,0
NTSR1,0
NTSR2,1
NUAK1,1
NUAK2,1
NUB1,1
NUBP1,1
NUBP2,1
NUBPL,1
NUCB1,1
NUCB2,1
NUCKS1,1
NUDC,1
NUDCD1,1
NUDCD2,1
NUDCD3,1
NUDT1,1
NUDT10,0
NUDT11,0
NUDT12,0
NUDT13,1
NUDT14,0
NUDT15,1
NUDT16,1
NUDT16L1,1
NUDT16P1,0
NUDT17,1
NUDT18,1
NUDT19,1
NUDT2,1
NUDT21,1
NUDT22,1
NUDT3,1
NUDT4,1
NUDT4P1,1
NUDT5,1
NUDT6,1
NUDT7,1
NUDT8,1
NUDT9,1
NUDT9P1,1
NUF2,1
NUFIP1,1
NUFIP2,1
NUGGC,0
NUMA1,1
NUMB,1
NUMBL,1
NUP107,1
NUP133,1
NUP153,1
NUP155,1
NUP160,1
NUP188,1
NUP205,1
NUP210,1
NUP210L,0
NUP210P1,0
NUP214,1
NUP35,1
NUP37,1
NUP43,1
NUP50,1
NUP54,1
NUP62,1
NUP62CL,0
NUP85,1
NUP88,1
NUP93,1
NUP98,1
NUPL1,1
NUPL2,1
NUPR1,1
NUPR1L,0
NUS1,1
NUSAP1,1
NUTF2,1
NUTM1,0
NUTM2A,0
NUTM2D,0
NUTM2F,0
NUTM2G,0
NVL,1
NWD1,1
NWD2,0
NXF1,1
NXF2,0
NXF2B,0
NXF3,0
NXF4,0
NXF5,0
NXN,1
NXNL1,0
NXNL2,1
NXPE1,0
NXPE2,0
NXPE3,1
NXPE4,0
NXPH1,0
NXPH2,0
NXPH3,0
NXPH4,0
NXT1,1
NXT2,1
NYAP1,0
NYAP2,0
NYNRIN,0
NYX,1
OAF,0
OARD1,1
OAS1,1
OAS2,1
OAS3,1
OASL,0
OAT,1
OAZ1,1
OAZ2,1
OAZ3,1
OBFC1,1
OBP2A,0
OBP2B,0
OBSCN,0
OBSL1,1
OC90,0
OCA2,0
OCEL1,1
OCIAD1,1
OCIAD2,1
OCLM,0
OCLN,1
OCM,0
OCM2,0
OCRL,1
OCSTAMP,0
ODAM,0
ODC1,1
ODF1,1
ODF2,1
ODF2L,1
ODF3,0
ODF3B,1
ODF3L1,0
ODF3L2,0
ODF4,0
OFD1,1
OGDH,1
OGDHL,1
OGFOD1,1
OGFOD2,1
OGFOD3,1
OGFR,1
OGFRL1,0
OGG1,1
OGN,0
OGT,1
OIP5,1
OIP5-AS1,1
OIT3,1
OLA1,1
OLAH,1
OLFM1,0
OLFM2,0
OLFM3,0
OLFM4,0
OLFML1,0
OLFML2A,0
OLFML2B,0
OLFML3,1
OLIG1,0
OLIG2,0
OLIG3,0
OLR1,0
OMA1,1
OMD,1
OMG,0
OMP,0
ONECUT1,0
ONECUT2,0
ONECUT3,0
OOEP,0
OOSP1,0
OOSP2,0
OPA1,1
OPA3,1
OPALIN,0
OPCML,0
OPHN1,1
OPLAH,0
OPN1LW,0
OPN1MW,0
OPN1MW2,0
OPN1SW,1
OPN3,0
OPN4,1
OPN5,1
OPRD1,0
OPRK1,0
OPRL1,0
OPRM1,0
OPTC,0
OPTN,0
OR10A2,0
OR10A3,0
OR10A4,0
OR10A5,0
OR10A6,0
OR10A7,0
OR10AD1,0
OR10AG1,0
OR10C1,0
OR10G2,0
OR10G3,0
OR10G4,0
OR10G7,0
OR10G8,0
OR10G9,0
OR10H1,0
OR10H2,0
OR10H3,0
OR10H4,0
OR10H5,0
OR10J1,0
OR10J3,0
OR10J5,0
OR10K1,0
OR10K2,0
OR10P1,0
OR10Q1,0
OR10R2,0
OR10S1,0
OR10T2,0
OR10V1,0
OR10V2P,0
OR10W1,0
OR10X1,0
OR10Z1,0
OR11A1,0
OR11G2,0
OR11H12,0
OR11H2,0
OR11H4,0
OR11H6,0
OR11L1,0
OR12D2,0
OR12D3,0
OR13A1,0
OR13C2,1
OR13C3,0
OR13C4,0
OR13C5,0
OR13C8,0
OR13C9,0
OR13D1,0
OR13F1,0
OR13G1,0
OR13H1,0
OR13J1,1
OR14A16,0
OR14C36,0
OR14I1,0
OR14J1,0
OR1A1,0
OR1A2,0
OR1B1,0
OR1C1,0
OR1D2,0
OR1D4,0
OR1D5,0
OR1E1,0
OR1E2,0
OR1F1,0
OR1F2P,0
OR1G1,0
OR1I1,0
OR1J1,0
OR1J2,0
OR1J4,0
OR1K1,0
OR1L1,0
OR1L3,0
OR1L4,0
OR1L6,0
OR1L8,0
OR1M1,0
OR1N1,0
OR1N2,0
OR1Q1,0
OR1S1,0
OR1S2,0
OR2A1,0
OR2A12,0
OR2A14,0
OR2A2,0
OR2A20P,0
OR2A25,0
OR2A4,0
OR2A42,0
OR2A5,0
OR2A7,0
OR2A9P,0
OR2AE1,0
OR2AG1,0
OR2AG2,0
OR2AK2,0
OR2AP1,0
OR2AT4,0
OR2B11,0
OR2B2,0
OR2B6,0
OR2C1,0
OR2C3,0
OR2D2,0
OR2D3,0
OR2F1,0
OR2F2,1
OR2G2,0
OR2G3,0
OR2G6,0
OR2H2,0
OR2J2,0
OR2K2,0
OR2L13,0
OR2L1P,0
OR2L2,0
OR2L3,0
OR2L8,0
OR2M1P,0
OR2M2,0
OR2M3,0
OR2M4,0
OR2M5,0
OR2M7,0
OR2S2,0
OR2T1,1
OR2T10,0
OR2T11,0
OR2T12,0
OR2T2,1
OR2T27,1
OR2T29,0
OR2T3,0
OR2T33,0
OR2T34,0
OR2T35,1
OR2T4,0
OR2T5,0
OR2T6,0
OR2T8,0
OR2V2,0
OR2W1,0
OR2W3,0
OR2W5,0
OR2Y1,0
OR2Z1,0
OR3A1,0
OR3A2,0
OR3A3,0
OR3A4P,0
OR4A15,0
OR4A16,0
OR4A47,0
OR4A5,0
OR4B1,0
OR4C11,0
OR4C12,0
OR4C13,0
OR4C15,0
OR4C16,0
OR4C3,0
OR4C45,0
OR4C46,0
OR4C6,0
OR4D1,0
OR4D10,0
OR4D11,1
OR4D2,0
OR4D5,0
OR4D6,0
OR4D9,0
OR4E2,0
OR4F13P,0
OR4F15,0
OR4F16,0
OR4F17,0
OR4F21,0
OR4F29,0
OR4F3,0
OR4F4,0
OR4F5,0
OR4F6,0
OR4K1,0
OR4K13,0
OR4K14,0
OR4K15,0
OR4K17,0
OR4K2,0
OR4K5,0
OR4L1,0
OR4M1,0
OR4M2,0
OR4N2,0
OR4N3P,0
OR4N4,0
OR4N5,0
OR4P4,0
OR4Q3,0
OR4S1,0
OR4S2,0
OR4X1,0
OR4X2,0
OR51A2,0
OR51A4,0
OR51A7,0
OR51B2,0
OR51B4,0
OR51B5,0
OR51B6,0
OR51D1,0
OR51E1,0
OR51E2,0
OR51F1,0
OR51F2,0
OR51G1,0
OR51G2,0
OR51I1,0
OR51I2,0
OR51L1,0
OR51M1,0
OR51Q1,0
OR51S1,0
OR51T1,0
OR51V1,0
OR52A1,0
OR52A5,0
OR52B2,0
OR52B4,0
OR52B6,0
OR52D1,0
OR52E2,0
OR52E4,0
OR52E6,0
OR52E8,0
OR52H1,0
OR52I1,0
OR52I2,0
OR52J3,0
OR52K1,0
OR52K2,0
OR52L1,0
OR52M1,0
OR52N1,0
OR52N2,0
OR52N4,0
OR52N5,0
OR52R1,0
OR52W1,0
OR56A1,0
OR56A3,0
OR56A4,0
OR56A5,0
OR56B1,0
OR56B4,0
OR5A1,0
OR5A2,0
OR5AC2,0
OR5AK2,0
OR5AK4P,0
OR5AN1,0
OR5AP2,0
OR5AR1,0
OR5AS1,0
OR5AU1,0
OR5B12,0
OR5B17,0
OR5B2,0
OR5B21,0
OR5B3,0
OR5C1,0
OR5D13,0
OR5D14,0
OR5D16,0
OR5D18,0
OR5E1P,0
OR5F1,0
OR5H1,0
OR5H14,0
OR5H15,0
OR5H2,0
OR5H6,0
OR5I1,0
OR5J2,0
OR5K1,0
OR5K2,0
OR5K3,0
OR5K4,0
OR5L1,0
OR5L2,0
OR5M1,0
OR5M10,0
OR5M11,0
OR5M3,0
OR5M8,0
OR5M9,0
OR5P2,0
OR5P3,0
OR5R1,0
OR5T1,0
OR5T2,0
OR5T3,0
OR5W2,0
OR6A2,0
OR6B1,0
OR6B2,0
OR6B3,0
OR6C1,0
OR6C2,0
OR6C3,0
OR6C4,0
OR6C6,0
OR6C65,0
OR6C68,0
OR6C70,0
OR6C74,0
OR6C75,0
OR6C76,0
OR6F1,0
OR6K2,0
OR6K3,1
OR6K6,0
OR6M1,0
OR6N1,0
OR6N2,0
OR6P1,0
OR6Q1,0
OR6S1,0
OR6T1,0
OR6V1,0
OR6W1P,0
OR6X1,0
OR6Y1,0
OR7A10,0
OR7A17,0
OR7A5,0
OR7C1,0
OR7C2,0
OR7D2,0
OR7D4,0
OR7E12P,0
OR7E14P,0
OR7E156P,0
OR7E24,0
OR7E2P,0
OR7E37P,0
OR7E5P,0
OR7E91P,0
OR7G1,0
OR7G2,0
OR7G3,0
OR8A1,0
OR8B12,0
OR8B2,0
OR8B3,0
OR8B4,0
OR8B8,0
OR8D1,0
OR8D2,0
OR8D4,0
OR8G1,0
OR8G2,0
OR8G5,0
OR8H1,0
OR8H2,0
OR8H3,0
OR8I2,0
OR8J1,0
OR8J3,0
OR8K1,0
OR8K3,0
OR8K5,0
OR8S1,0
OR8U1,0
OR8U8,0
OR9A2,0
OR9A4,0
OR9G1,0
OR9G4,0
OR9G9,0
OR9I1,0
OR9K2,0
OR9Q1,1
OR9Q2,0
ORAI1,1
ORAI2,1
ORAI3,1
ORAOV1,1
ORC1,1
ORC2,1
ORC3,1
ORC4,1
ORC5,1
ORC6,1
ORM1,0
ORM2,1
ORMDL1,1
ORMDL2,1
ORMDL3,1
OS9,1
OSBP,1
OSBP2,1
OSBPL10,1
OSBPL11,1
OSBPL1A,1
OSBPL2,1
OSBPL3,1
OSBPL5,0
OSBPL6,1
OSBPL7,1
OSBPL8,1
OSBPL9,1
OSCAR,1
OSCP1,1
OSER1,1
OSGEP,1
OSGEPL1,1
OSGIN1,1
OSGIN2,1
OSM,1
OSMR,1
OSR1,0
OSR2,1
OST4,1
OSTC,1
OSTCP1,0
OSTF1,1
OSTM1,1
OSTN,0
OTC,0
OTOA,0
OTOF,0
OTOG,0
OTOGL,0
OTOL1,0
OTOP1,0
OTOP2,0
OTOP3,0
OTOR,0
OTOS,0
OTP,0
OTUB1,1
OTUB2,1
OTUD1,1
OTUD3,1
OTUD4,1
OTUD5,1
OTUD6A,0
OTUD6B,1
OTUD7A,0
OTUD7B,1
OTULIN,1
OTX1,1
OTX2,0
OTX2-AS1,0
OVCA2,1
OVCH1,0
OVCH2,0
OVGP1,0
OVOL1,1
OVOL2,1
OXA1L,1
OXCT1,1
OXCT2,0
OXER1,0
OXGR1,0
OXLD1,1
OXNAD1,1
OXR1,0
OXSM,1
OXSR1,1
OXT,0
OXTR,1
P2RX1,1
P2RX2,0
P2RX3,0
P2RX4,1
P2RX5,1
P2RX5-TAX1BP3,1
P2RX6,0
P2RX6P,1
P2RX7,1
P2RY1,1
P2RY10,1
P2RY11,1
P2RY12,1
P2RY13,0
P2RY14,1
P2RY2,1
P2RY4,0
P2RY6,0
P2RY8,1
P4HA1,1
P4HA2,1
P4HA3,0
P4HB,1
P4HTM,1
PA2G4,1
PA2G4P4,1
PAAF1,1
PABPC1,1
PABPC1L,1
PABPC1L2A,0
PABPC1L2B,0
PABPC1P2,0
PABPC3,0
PABPC4,1
PABPC4L,1
PABPC5,0
PABPN1,1
PABPN1L,0
PACRG,1
PACRGL,1
PACS1,1
PACS2,1
PACSIN1,0
PACSIN2,1
PACSIN3,1
PADI1,0
PADI2,0
PADI3,1
PADI4,0
PADI6,0
PAEP,0
PAF1,1
PAFAH1B1,1
PAFAH1B2,1
PAFAH1B3,1
PAFAH2,1
PAG1,0
PAGE1,0
PAGE2,0
PAGE2B,0
PAGE3,0
PAGE4,0
PAGE5,0
PAGR1,1
PAH,1
PAICS,1
PAIP1,1
PAIP2,1
PAIP2B,1
PAK1,1
PAK1IP1,1
PAK2,1
PAK3,0
PAK4,1
PAK6,0
PAK7,1
PALB2,1
PALD1,1
PALLD,0
PALM,1
PALM2,0
PALM2-AKAP2,0
PALM3,1
PALMD,1
PAM,1
PAM16,0
PAMR1,0
PAN2,1
PAN3,1
PAN3-AS1,1
PANK1,1
PANK2,1
PANK3,1
PANK4,1
PANX1,1
PANX2,1
PANX3,0
PAOX,1
PAPD4,1
PAPD5,1
PAPD7,1
PAPL,0
PAPLN,1
PAPOLA,1
PAPOLB,0
PAPOLG,1
PAPPA,1
PAPPA2,0
PAPSS1,1
PAPSS2,1
PAQR3,0
PAQR4,1
PAQR5,0
PAQR6,1
PAQR7,1
PAQR8,1
PAQR9,0
PARD3,0
PARD3B,1
PARD6A,1
PARD6B,1
PARD6G,0
PARG,1
PARK2,1
PARK7,1
PARL,1
PARM1,1
PARN,1
PARP1,1
PARP10,1
PARP11,0
PARP12,1
PARP14,1
PARP15,1
PARP16,1
PARP2,1
PARP3,1
PARP4,1
PARP6,1
PARP8,1
PARP9,1
PARPBP,1
PARS2,0
PART1,1
PARVA,1
PARVB,0
PARVG,0
PASD1,0
PASK,1
PATE1,0
PATE2,0
PATE3,0
PATE4,0
PATL1,1
PATL2,0
PATZ1,1
PAWR,1
PAX1,0
PAX2,0
PAX3,0
PAX4,0
PAX5,1
PAX6,0
PAX7,0
PAX8,1
PAX9,0
PAXBP1,1
PAXBP1-AS1,1
PAXIP1,1
PBDC1,0
PBK,1
PBLD,1
PBOV1,0
PBRM1,1
PBX1,0
PBX2,1
PBX3,1
PBX4,1
PBXIP1,1
PC,1
PCA3,0
PCAT1,0
PCAT4,0
PCBD1,0
PCBD2,1
PCBP1,1
PCBP1-AS1,1
PCBP2,1
PCBP3,0
PCBP4,1
PCCA,1
PCCB,1
PCDH1,0
PCDH10,0
PCDH11X,0
PCDH11Y,0
PCDH12,0
PCDH15,0
PCDH17,0
PCDH18,1
PCDH19,0
PCDH20,0
PCDH7,0
PCDH8,0
PCDH9,0
PCDHA1,0
PCDHA10,0
PCDHA11,0
PCDHA12,0
PCDHA13,0
PCDHA2,0
PCDHA3,0
PCDHA4,0
PCDHA5,0
PCDHA6,0
PCDHA7,0
PCDHA8,0
PCDHA9,0
PCDHAC1,0
PCDHAC2,0
PCDHB1,0
PCDHB10,0
PCDHB11,0
PCDHB12,0
PCDHB13,0
PCDHB14,0
PCDHB15,0
PCDHB16,0
PCDHB17,0
PCDHB18,0
PCDHB19P,0
PCDHB2,0
PCDHB3,0
PCDHB4,0
PCDHB5,0
PCDHB6,0
PCDHB7,0
PCDHB8,0
PCDHB9,0
PCDHGA1,0
PCDHGA10,0
PCDHGA11,1
PCDHGA12,0
PCDHGA2,0
PCDHGA3,0
PCDHGA4,0
PCDHGA5,0
PCDHGA6,0
PCDHGA7,0
PCDHGA8,0
PCDHGA9,0
PCDHGB1,0
PCDHGB2,0
PCDHGB3,0
PCDHGB4,0
PCDHGB5,0
PCDHGB6,0
PCDHGB7,0
PCDHGB8P,0
PCDHGC3,1
PCDHGC4,1
PCDHGC5,0
PCED1A,1
PCED1B,1
PCF11,1
PCGEM1,0
PCGF1,1
PCGF2,1
PCGF3,0
PCGF5,1
PCGF6,1
PCID2,1
PCIF1,1
PCK1,1
PCK2,1
PCLO,0
PCM1,1
PCMT1,1
PCMTD1,1
PCMTD2,1
PCNA,1
PCNA-AS1,1
PCNAP1,0
PCNP,1
PCNT,1
PCNX,0
PCNXL2,0
PCNXL3,1
PCNXL4,1
PCOLCE,0
PCOLCE2,1
PCP2,0
PCP4,0
PCP4L1,0
PCSK1,1
PCSK1N,0
PCSK2,0
PCSK4,1
PCSK5,0
PCSK6,1
PCSK7,1
PCSK9,1
PCTP,1
PCYOX1,1
PCYOX1L,1
PCYT1A,1
PCYT1B,0
PCYT2,1
PDAP1,1
PDC,0
PDCD1,1
PDCD10,1
PDCD11,1
PDCD1LG2,1
PDCD2,1
PDCD2L,1
PDCD4,1
PDCD5,1
PDCD6,1
PDCD6IP,1
PDCD7,1
PDCL,1
PDCL2,0
PDCL3,1
PDDC1,1
PDE10A,0
PDE11A,0
PDE12,1
PDE1A,0
PDE1B,0
PDE1C,0
PDE2A,0
PDE3A,0
PDE3B,1
PDE4A,1
PDE4B,0
PDE4C,0
PDE4D,1
PDE4DIP,1
PDE5A,1
PDE6A,0
PDE6B,1
PDE6C,1
PDE6D,1
PDE6G,0
PDE6H,0
PDE7A,1
PDE7B,0
PDE8A,1
PDE8B,0
PDE9A,0
PDF,1
PDGFA,1
PDGFB,1
PDGFC,1
PDGFD,0
PDGFRA,0
PDGFRB,0
PDGFRL,1
PDHA1,1
PDHA2,0
PDHB,1
PDHX,1
PDIA2,0
PDIA3,1
PDIA3P1,0
PDIA4,1
PDIA5,1
PDIA6,1
PDIK1L,1
PDILT,0
PDK1,1
PDK2,1
PDK3,1
PDK4,1
PDLIM1,1
PDLIM2,1
PDLIM3,0
PDLIM4,0
PDLIM5,1
PDLIM7,1
PDP1,1
PDP2,1
PDPK1,0
PDPN,0
PDPR,1
PDRG1,1
PDS5A,1
PDS5B,0
PDSS1,1
PDSS2,1
PDX1,0
PDXDC1,1
PDXDC2P,1
PDXK,1
PDXP,1
PDYN,0
PDZD11,0
PDZD2,0
PDZD3,0
PDZD4,0
PDZD7,1
PDZD8,1
PDZD9,1
PDZK1,1
PDZK1IP1,0
PDZK1P2,0
PDZRN3,0
PDZRN4,0
PEA15,1
PEAK1,1
PEAR1,0
PEBP1,1
PEBP4,0
PECAM1,0
PECR,1
PEF1,1
PEG10,1
PEG3,0
PEG3-AS1,0
PELI1,1
PELI2,0
PELI3,0
PELO,1
PELP1,1
PEMT,1
PENK,0
PEPD,1
PER1,1
PER2,1
PER3,1
PER4,0
PERM1,1
PERP,1
PES1,1
PET100,1
PET117,1
PEX1,1
PEX10,1
PEX11A,1
PEX11B,1
PEX11G,1
PEX12,1
PEX13,1
PEX14,1
PEX16,1
PEX19,1
PEX2,1
PEX26,1
PEX3,1
PEX5,1
PEX5L,1
PEX6,1
PEX7,1
PF4,0
PF4V1,0
PFAS,1
PFDN1,1
PFDN2,1
PFDN4,1
PFDN5,1
PFDN6,0
PFKFB1,1
PFKFB2,1
PFKFB3,1
PFKFB4,1
PFKL,1
PFKM,1
PFKP,0
PFN1,1
PFN1P2,0
PFN2,1
PFN3,0
PFN4,1
PGA3,0
PGA4,0
PGA5,0
PGAM1,0
PGAM2,1
PGAM4,0
PGAM5,1
PGAP1,1
PGAP2,1
PGAP3,1
PGBD1,1
PGBD2,1
PGBD3,0
PGBD4,1
PGBD5,0
PGC,1
PGCP1,0
PGD,1
PGF,1
PGGT1B,1
PGK1,1
PGK2,0
PGLS,1
PGLYRP1,0
PGLYRP2,1
PGLYRP3,0
PGLYRP4,0
PGM1,1
PGM2,1
PGM2L1,1
PGM3,1
PGM5,0
PGM5P2,0
PGP,1
PGPEP1,1
PGPEP1L,0
PGR,0
PGRMC1,1
PGRMC2,1
PGS1,1
PHACTR1,0
PHACTR2,0
PHACTR3,0
PHACTR4,1
PHAX,1
PHB,1
PHB2,1
PHC1,0
PHC2,0
PHC3,1
PHEX,0
PHF1,1
PHF10,1
PHF11,1
PHF12,1
PHF13,1
PHF14,1
PHF19,1
PHF2,1
PHF20,1
PHF20L1,1
PHF21A,1
PHF21B,0
PHF23,1
PHF2P1,0
PHF3,0
PHF5A,1
PHF6,0
PHF7,1
PHF8,1
PHGDH,1
PHGR1,0
PHIP,1
PHKA1,0
PHKA2,1
PHKB,1
PHKG1,1
PHKG2,1
PHLDA1,1
PHLDA2,1
PHLDA3,0
PHLDB1,0
PHLDB2,1
PHLDB3,1
PHLPP1,1
PHLPP2,0
PHOSPHO1,1
PHOSPHO2,1
PHOSPHO2-KLHL23,1
PHOX2A,0
PHOX2B,0
PHPT1,1
PHRF1,1
PHTF1,1
PHTF2,1
PHYH,1
PHYHD1,1
PHYHIP,0
PHYHIPL,1
PHYKPL,0
PI15,0
PI16,0
PI3,1
PI4K2A,0
PI4K2B,1
PI4KA,1
PI4KAP1,0
PI4KAP2,0
PI4KB,1
PIANP,0
PIAS1,1
PIAS2,0
PIAS3,1
PIAS4,1
PIBF1,1
PICALM,1
PICK1,1
PID1,0
PIDD1,1
PIEZO1,1
PIEZO2,1
PIF1,1
PIFO,0
PIGA,1
PIGB,1
PIGC,1
PIGF,1
PIGG,1
PIGH,1
PIGK,1
PIGL,1
PIGM,1
PIGN,1
PIGO,1
PIGP,1
PIGQ,1
PIGR,0
PIGS,1
PIGT,1
PIGU,1
PIGV,1
PIGW,1
PIGX,1
PIGY,1
PIGZ,1
PIH1D1,1
PIH1D2,1
PIH1D3,0
PIK3AP1,1
PIK3C2A,0
PIK3C2B,0
PIK3C2G,1
PIK3C3,1
PIK3CA,1
PIK3CB,0
PIK3CD,1
PIK3CG,1
PIK3IP1,1
PIK3R1,1
PIK3R2,1
PIK3R3,1
PIK3R4,1
PIK3R5,1
PIK3R6,1
PIKFYVE,1
PILRA,0
PILRB,1
PIM1,1
PIM2,1
PIM3,1
PIN1,1
PIN1P1,0
PIN4,1
PINK1,1
PINLYP,0
PINX1,1
PIP,0
PIP4K2A,1
