protein_id	gene_symbol	go_id	location	score
ENSP00000383558	GCGR	GO:1903561	Extracellular vesicle	1.054
ENSP00000383558	GCGR	GO:0070062	Extracellular exosome	0.799
ENSP00000383563	ZG16	GO:0005576	Extracellular region	5.000
ENSP00000383563	ZG16	GO:0005615	Extracellular space	5.000
ENSP00000383563	ZG16	GO:1903561	Extracellular vesicle	0.536
ENSP00000383611	CCNL2	GO:0005576	Extracellular region	2.672
ENSP00000383611	CCNL2	GO:0005615	Extracellular space	2.277
ENSP00000383611	CCNL2	GO:1903561	Extracellular vesicle	2.038
ENSP00000383611	CCNL2	GO:0070062	Extracellular exosome	1.728
ENSP00000383682	FAM72D	GO:0005576	Extracellular region	2.439
ENSP00000383682	FAM72D	GO:0070062	Extracellular exosome	1.398
ENSP00000383682	FAM72D	GO:1903561	Extracellular vesicle	1.331
ENSP00000383682	FAM72D	GO:0005615	Extracellular space	1.087
ENSP00000383690	MASP2	GO:0005576	Extracellular region	4.739
ENSP00000383690	MASP2	GO:0005615	Extracellular space	4.492
ENSP00000383690	MASP2	GO:1903561	Extracellular vesicle	4.327
ENSP00000383690	MASP2	GO:0070062	Extracellular exosome	4.208
ENSP00000383692	CENPS-CORT	GO:0005576	Extracellular region	3.487
ENSP00000383698	SLC2A7	GO:0005576	Extracellular region	1.320
ENSP00000383698	SLC2A7	GO:0005615	Extracellular space	0.779
ENSP00000383719	UBE2J2	GO:0005576	Extracellular region	0.867
ENSP00000383719	UBE2J2	GO:0005615	Extracellular space	0.621
ENSP00000383737	DNAH14	GO:0070062	Extracellular exosome	0.631
ENSP00000383737	DNAH14	GO:0005576	Extracellular region	0.584
ENSP00000383737	DNAH14	GO:1903561	Extracellular vesicle	0.578
ENSP00000383784	OAZ3	GO:0005576	Extracellular region	4.215
ENSP00000383784	OAZ3	GO:0005615	Extracellular space	4.000
ENSP00000383820	MIER1	GO:0005576	Extracellular region	1.855
ENSP00000383820	MIER1	GO:0005615	Extracellular space	1.371
ENSP00000383820	MIER1	GO:1903561	Extracellular vesicle	1.010
ENSP00000383820	MIER1	GO:0070062	Extracellular exosome	0.885
ENSP00000383840	MMACHC	GO:0005576	Extracellular region	1.098
ENSP00000383840	MMACHC	GO:0005615	Extracellular space	0.893
ENSP00000383851	KIAA1522	GO:0005576	Extracellular region	0.771
ENSP00000383851	KIAA1522	GO:0070062	Extracellular exosome	0.751
ENSP00000383851	KIAA1522	GO:1903561	Extracellular vesicle	0.741
ENSP00000383851	KIAA1522	GO:0005615	Extracellular space	0.698
ENSP00000383894	MATN3	GO:0005576	Extracellular region	4.615
ENSP00000383894	MATN3	GO:1903561	Extracellular vesicle	1.334
ENSP00000383894	MATN3	GO:0005615	Extracellular space	1.287
ENSP00000383894	MATN3	GO:0070062	Extracellular exosome	1.236
ENSP00000383900	LIPK	GO:0005576	Extracellular region	4.368
ENSP00000383900	LIPK	GO:0005615	Extracellular space	0.574
ENSP00000383901	LIPM	GO:0005576	Extracellular region	4.265
ENSP00000383901	LIPM	GO:0005615	Extracellular space	0.758
ENSP00000383909	DMRTA2	GO:0005576	Extracellular region	1.415
ENSP00000383909	DMRTA2	GO:0005615	Extracellular space	0.575
ENSP00000383911	UBAC2	GO:0005576	Extracellular region	1.140
ENSP00000383911	UBAC2	GO:0005615	Extracellular space	0.870
ENSP00000383920	ASXL2	GO:0005576	Extracellular region	1.018
ENSP00000383920	ASXL2	GO:0005615	Extracellular space	0.803
ENSP00000383920	ASXL2	GO:1903561	Extracellular vesicle	0.548
ENSP00000383923	LIPN	GO:0005576	Extracellular region	4.416
ENSP00000383923	LIPN	GO:0005615	Extracellular space	1.363
ENSP00000383923	LIPN	GO:1903561	Extracellular vesicle	0.891
ENSP00000383931	GP5	GO:0005576	Extracellular region	4.484
ENSP00000383931	GP5	GO:0005615	Extracellular space	4.288
ENSP00000383931	GP5	GO:1903561	Extracellular vesicle	4.243
ENSP00000383931	GP5	GO:0070062	Extracellular exosome	4.152
ENSP00000383933	TAFA5	GO:0005576	Extracellular region	5.000
ENSP00000383933	TAFA5	GO:0005615	Extracellular space	5.000
ENSP00000383938	CRELD2	GO:0005576	Extracellular region	3.606
ENSP00000383938	CRELD2	GO:0005615	Extracellular space	3.421
ENSP00000383938	CRELD2	GO:1903561	Extracellular vesicle	0.758
ENSP00000383938	CRELD2	GO:0070062	Extracellular exosome	0.727
ENSP00000383949	SNU13	GO:0005576	Extracellular region	1.445
ENSP00000383949	SNU13	GO:1903561	Extracellular vesicle	0.865
ENSP00000383949	SNU13	GO:0070062	Extracellular exosome	0.664
ENSP00000383949	SNU13	GO:0005615	Extracellular space	0.595
ENSP00000383986	CDCA7L	GO:0005576	Extracellular region	0.882
ENSP00000383996	CERT1	GO:0005576	Extracellular region	1.837
ENSP00000383996	CERT1	GO:0005615	Extracellular space	1.640
ENSP00000383996	CERT1	GO:1903561	Extracellular vesicle	1.289
ENSP00000383996	CERT1	GO:0070062	Extracellular exosome	1.147
ENSP00000384004	POU6F2	GO:0005576	Extracellular region	1.124
ENSP00000384015	SUN1	GO:0005576	Extracellular region	1.641
ENSP00000384015	SUN1	GO:0005615	Extracellular space	0.773
ENSP00000384015	SUN1	GO:1903561	Extracellular vesicle	0.576
ENSP00000384018	NCOR2	GO:0005576	Extracellular region	2.102
ENSP00000384018	NCOR2	GO:0005615	Extracellular space	1.900
ENSP00000384018	NCOR2	GO:1903561	Extracellular vesicle	1.366
ENSP00000384018	NCOR2	GO:0070062	Extracellular exosome	1.203
ENSP00000384040	CCDC85A	GO:0005576	Extracellular region	1.264
ENSP00000384040	CCDC85A	GO:0070062	Extracellular exosome	0.587
ENSP00000384040	CCDC85A	GO:0005615	Extracellular space	0.525
ENSP00000384048	PAXIP1	GO:0005576	Extracellular region	0.983
ENSP00000384048	PAXIP1	GO:0005615	Extracellular space	0.600
ENSP00000384053	CSF2RB	GO:0005576	Extracellular region	2.600
ENSP00000384053	CSF2RB	GO:0005615	Extracellular space	1.937
ENSP00000384053	CSF2RB	GO:1903561	Extracellular vesicle	1.112
ENSP00000384053	CSF2RB	GO:0070062	Extracellular exosome	1.005
ENSP00000384081	EFR3B	GO:0005576	Extracellular region	0.697
ENSP00000384084	DTNB	GO:0005576	Extracellular region	0.834
ENSP00000384092	POMC	GO:0005576	Extracellular region	5.000
ENSP00000384092	POMC	GO:0005615	Extracellular space	5.000
ENSP00000384092	POMC	GO:1903561	Extracellular vesicle	2.011
ENSP00000384092	POMC	GO:0070062	Extracellular exosome	1.696
ENSP00000384109	CUL4B	GO:0005576	Extracellular region	4.302
ENSP00000384109	CUL4B	GO:0005615	Extracellular space	4.242
ENSP00000384109	CUL4B	GO:1903561	Extracellular vesicle	4.214
ENSP00000384109	CUL4B	GO:0070062	Extracellular exosome	4.206
ENSP00000384115	MEI1	GO:0005576	Extracellular region	0.746
ENSP00000384126	LRRC32	GO:0005576	Extracellular region	3.162
ENSP00000384126	LRRC32	GO:0005615	Extracellular space	1.867
ENSP00000384126	LRRC32	GO:1903561	Extracellular vesicle	1.401
ENSP00000384126	LRRC32	GO:0070062	Extracellular exosome	1.182
ENSP00000384160	RBM33	GO:0005576	Extracellular region	0.573
ENSP00000384164	KIF16B	GO:0005576	Extracellular region	0.733
ENSP00000384169	FBLN2	GO:0005576	Extracellular region	4.590
ENSP00000384169	FBLN2	GO:1903561	Extracellular vesicle	4.293
ENSP00000384169	FBLN2	GO:0005615	Extracellular space	1.599
ENSP00000384169	FBLN2	GO:0070062	Extracellular exosome	1.235
ENSP00000384179	ZFPM2	GO:0005576	Extracellular region	1.644
ENSP00000384179	ZFPM2	GO:0005615	Extracellular space	1.478
ENSP00000384179	ZFPM2	GO:1903561	Extracellular vesicle	1.191
ENSP00000384179	ZFPM2	GO:0070062	Extracellular exosome	1.166
ENSP00000384183	CASTOR1	GO:0005576	Extracellular region	1.281
ENSP00000384183	CASTOR1	GO:0005615	Extracellular space	0.775
ENSP00000384193	CADM2	GO:0005576	Extracellular region	1.868
ENSP00000384193	CADM2	GO:0005615	Extracellular space	1.171
ENSP00000384193	CADM2	GO:1903561	Extracellular vesicle	0.877
ENSP00000384193	CADM2	GO:0070062	Extracellular exosome	0.795
ENSP00000384197	PDZRN4	GO:0005576	Extracellular region	0.578
ENSP00000384197	PDZRN4	GO:0005615	Extracellular space	0.502
ENSP00000384211	PSME4	GO:0005576	Extracellular region	1.466
ENSP00000384211	PSME4	GO:0005615	Extracellular space	1.127
ENSP00000384211	PSME4	GO:1903561	Extracellular vesicle	0.905
ENSP00000384211	PSME4	GO:0070062	Extracellular exosome	0.788
ENSP00000384222	WWC2	GO:0070062	Extracellular exosome	1.270
ENSP00000384222	WWC2	GO:1903561	Extracellular vesicle	1.269
ENSP00000384222	WWC2	GO:0005576	Extracellular region	1.165
ENSP00000384222	WWC2	GO:0005615	Extracellular space	1.040
ENSP00000384223	ECE2-2	GO:0005576	Extracellular region	1.607
ENSP00000384223	ECE2-2	GO:0005615	Extracellular space	1.155
ENSP00000384223	ECE2-2	GO:0070062	Extracellular exosome	0.697
ENSP00000384223	ECE2-2	GO:1903561	Extracellular vesicle	0.651
ENSP00000384259	ATG4B	GO:0005576	Extracellular region	2.108
ENSP00000384259	ATG4B	GO:1903561	Extracellular vesicle	1.726
ENSP00000384259	ATG4B	GO:0005615	Extracellular space	1.643
ENSP00000384259	ATG4B	GO:0070062	Extracellular exosome	1.541
ENSP00000384262	HPSE	GO:0005576	Extracellular region	5.000
ENSP00000384262	HPSE	GO:0005615	Extracellular space	3.779
ENSP00000384262	HPSE	GO:1903561	Extracellular vesicle	1.790
ENSP00000384262	HPSE	GO:0070062	Extracellular exosome	1.737
ENSP00000384264	CNGA1	GO:0005576	Extracellular region	1.589
ENSP00000384264	CNGA1	GO:0005615	Extracellular space	0.877
ENSP00000384273	RELA	GO:0005576	Extracellular region	2.762
ENSP00000384273	RELA	GO:0005615	Extracellular space	2.602
ENSP00000384273	RELA	GO:1903561	Extracellular vesicle	2.017
ENSP00000384273	RELA	GO:0070062	Extracellular exosome	1.826
ENSP00000384290	WDR60	GO:0005576	Extracellular region	4.130
ENSP00000384290	WDR60	GO:0005615	Extracellular space	4.000
ENSP00000384296	ACY1	GO:0005576	Extracellular region	5.000
ENSP00000384296	ACY1	GO:0005615	Extracellular space	5.000
ENSP00000384296	ACY1	GO:0070062	Extracellular exosome	5.000
ENSP00000384296	ACY1	GO:1903561	Extracellular vesicle	5.000
ENSP00000384330	MYH8	GO:0005576	Extracellular region	1.255
ENSP00000384330	MYH8	GO:0005615	Extracellular space	0.882
ENSP00000384330	MYH8	GO:1903561	Extracellular vesicle	0.543
ENSP00000384331	CEBPZOS	GO:0005576	Extracellular region	1.781
ENSP00000384347	TMEM18	GO:0005576	Extracellular region	1.544
ENSP00000384347	TMEM18	GO:0005615	Extracellular space	1.397
ENSP00000384347	TMEM18	GO:1903561	Extracellular vesicle	0.613
ENSP00000384359	APOBEC3A	GO:0005576	Extracellular region	2.603
ENSP00000384359	APOBEC3A	GO:0005615	Extracellular space	1.497
ENSP00000384359	APOBEC3A	GO:1903561	Extracellular vesicle	1.080
ENSP00000384359	APOBEC3A	GO:0070062	Extracellular exosome	0.992
ENSP00000384363	GDPD3	GO:0005576	Extracellular region	4.584
ENSP00000384363	GDPD3	GO:0005615	Extracellular space	4.336
ENSP00000384363	GDPD3	GO:1903561	Extracellular vesicle	4.259
ENSP00000384363	GDPD3	GO:0070062	Extracellular exosome	4.213
ENSP00000384364	NPY	GO:0005576	Extracellular region	5.000
ENSP00000384364	NPY	GO:0005615	Extracellular space	5.000
ENSP00000384364	NPY	GO:1903561	Extracellular vesicle	1.723
ENSP00000384364	NPY	GO:0070062	Extracellular exosome	1.463
ENSP00000384367	KCTD1	GO:0005576	Extracellular region	4.183
ENSP00000384370	STEAP1B	GO:0005576	Extracellular region	1.080
ENSP00000384370	STEAP1B	GO:0005615	Extracellular space	0.954
ENSP00000384371	BCL6	GO:0005576	Extracellular region	2.772
ENSP00000384371	BCL6	GO:0005615	Extracellular space	2.705
ENSP00000384371	BCL6	GO:1903561	Extracellular vesicle	2.062
ENSP00000384371	BCL6	GO:0070062	Extracellular exosome	1.798
ENSP00000384376	TDRD15	GO:0005615	Extracellular space	0.587
ENSP00000384376	TDRD15	GO:0005576	Extracellular region	0.519
ENSP00000384387	HCRTR1	GO:0005576	Extracellular region	1.892
ENSP00000384387	HCRTR1	GO:0005615	Extracellular space	1.083
ENSP00000384398	MEX3D	GO:0005576	Extracellular region	1.209
ENSP00000384398	MEX3D	GO:1903561	Extracellular vesicle	0.521
ENSP00000384400	CHKB	GO:0005576	Extracellular region	1.311
ENSP00000384400	CHKB	GO:0005615	Extracellular space	0.853
ENSP00000384408	PARG	GO:0005576	Extracellular region	1.628
ENSP00000384408	PARG	GO:0005615	Extracellular space	1.094
ENSP00000384408	PARG	GO:1903561	Extracellular vesicle	1.076
ENSP00000384408	PARG	GO:0070062	Extracellular exosome	0.582
ENSP00000384421	TFIP11	GO:0005576	Extracellular region	0.625
ENSP00000384433	KIF24	GO:0005576	Extracellular region	0.900
ENSP00000384434	ZGLP1	GO:0005576	Extracellular region	1.615
ENSP00000384434	ZGLP1	GO:0005615	Extracellular space	0.633
ENSP00000384477	IFRD1	GO:0005576	Extracellular region	1.298
ENSP00000384477	IFRD1	GO:0005615	Extracellular space	0.995
ENSP00000384484	ADCY3	GO:0005576	Extracellular region	1.934
ENSP00000384484	ADCY3	GO:0005615	Extracellular space	1.385
ENSP00000384484	ADCY3	GO:1903561	Extracellular vesicle	0.908
ENSP00000384484	ADCY3	GO:0070062	Extracellular exosome	0.596
ENSP00000384490	CBX6	GO:0005576	Extracellular region	0.766
ENSP00000384491	RASSF8	GO:0070062	Extracellular exosome	1.086
ENSP00000384491	RASSF8	GO:0005576	Extracellular region	1.068
ENSP00000384491	RASSF8	GO:1903561	Extracellular vesicle	1.053
ENSP00000384491	RASSF8	GO:0005615	Extracellular space	0.964
ENSP00000384513	ABCG5	GO:0005615	Extracellular space	2.875
ENSP00000384513	ABCG5	GO:0005576	Extracellular region	2.794
ENSP00000384513	ABCG5	GO:1903561	Extracellular vesicle	1.072
ENSP00000384513	ABCG5	GO:0070062	Extracellular exosome	0.603
ENSP00000384515	PARVB	GO:0005576	Extracellular region	1.861
ENSP00000384515	PARVB	GO:0005615	Extracellular space	1.278
ENSP00000384515	PARVB	GO:1903561	Extracellular vesicle	1.076
ENSP00000384515	PARVB	GO:0070062	Extracellular exosome	0.999
ENSP00000384517	ARNTL	GO:0005576	Extracellular region	2.501
ENSP00000384517	ARNTL	GO:0005615	Extracellular space	2.206
ENSP00000384517	ARNTL	GO:1903561	Extracellular vesicle	1.665
ENSP00000384517	ARNTL	GO:0070062	Extracellular exosome	1.557
ENSP00000384524	ETV2	GO:0005576	Extracellular region	1.778
ENSP00000384524	ETV2	GO:0005615	Extracellular space	1.634
ENSP00000384524	ETV2	GO:1903561	Extracellular vesicle	1.284
ENSP00000384524	ETV2	GO:0070062	Extracellular exosome	1.001
ENSP00000384527	ZBTB40	GO:0005576	Extracellular region	0.563
ENSP00000384537	AKAP12	GO:0005576	Extracellular region	1.717
ENSP00000384537	AKAP12	GO:0005615	Extracellular space	1.409
ENSP00000384537	AKAP12	GO:1903561	Extracellular vesicle	1.368
ENSP00000384537	AKAP12	GO:0070062	Extracellular exosome	1.271
ENSP00000384545	BTBD3	GO:0005576	Extracellular region	0.935
ENSP00000384545	BTBD3	GO:0005615	Extracellular space	0.585
ENSP00000384545	BTBD3	GO:1903561	Extracellular vesicle	0.533
ENSP00000384545	BTBD3	GO:0070062	Extracellular exosome	0.525
ENSP00000384551	NXPH1	GO:0005576	Extracellular region	4.209
ENSP00000384551	NXPH1	GO:0005615	Extracellular space	0.994
ENSP00000384564	SELENOM	GO:0005576	Extracellular region	3.230
ENSP00000384564	SELENOM	GO:0005615	Extracellular space	1.032
ENSP00000384570	CARD10	GO:0005576	Extracellular region	1.513
ENSP00000384570	CARD10	GO:0005615	Extracellular space	1.431
ENSP00000384570	CARD10	GO:1903561	Extracellular vesicle	1.130
ENSP00000384570	CARD10	GO:0070062	Extracellular exosome	1.088
ENSP00000384573	DAZ1	GO:0005576	Extracellular region	1.423
ENSP00000384573	DAZ1	GO:0005615	Extracellular space	0.883
ENSP00000384582	ADGRV1	GO:0005576	Extracellular region	4.332
ENSP00000384582	ADGRV1	GO:0005615	Extracellular space	4.174
ENSP00000384582	ADGRV1	GO:0070062	Extracellular exosome	4.000
ENSP00000384582	ADGRV1	GO:1903561	Extracellular vesicle	4.000
ENSP00000384588	CYP4F11	GO:0005576	Extracellular region	1.688
ENSP00000384588	CYP4F11	GO:0005615	Extracellular space	0.812
ENSP00000384593	GAREM2	GO:0070062	Extracellular exosome	0.586
ENSP00000384597	GTF2A1L	GO:0005576	Extracellular region	0.610
ENSP00000384604	ALKAL2	GO:0005576	Extracellular region	5.000
ENSP00000384604	ALKAL2	GO:0005615	Extracellular space	4.207
ENSP00000384610	PNPLA7	GO:0005576	Extracellular region	1.130
ENSP00000384610	PNPLA7	GO:0005615	Extracellular space	1.055
ENSP00000384615	STON1	GO:0005576	Extracellular region	0.622
ENSP00000384616	SLC49A3	GO:0005576	Extracellular region	0.505
ENSP00000384621	DQX1	GO:0005576	Extracellular region	0.281
ENSP00000384625	NLK	GO:0005576	Extracellular region	1.720
ENSP00000384625	NLK	GO:0005615	Extracellular space	1.454
ENSP00000384625	NLK	GO:1903561	Extracellular vesicle	1.341
ENSP00000384625	NLK	GO:0070062	Extracellular exosome	1.284
ENSP00000384629	KMT5A	GO:0005576	Extracellular region	1.418
ENSP00000384629	KMT5A	GO:0005615	Extracellular space	1.058
ENSP00000384629	KMT5A	GO:1903561	Extracellular vesicle	0.960
ENSP00000384629	KMT5A	GO:0070062	Extracellular exosome	0.746
ENSP00000384638	CTNNA2	GO:0005576	Extracellular region	1.599
ENSP00000384638	CTNNA2	GO:0005615	Extracellular space	1.257
ENSP00000384651	MTMR3	GO:0070062	Extracellular exosome	1.513
ENSP00000384651	MTMR3	GO:0005576	Extracellular region	1.508
ENSP00000384651	MTMR3	GO:0005615	Extracellular space	1.483
ENSP00000384651	MTMR3	GO:1903561	Extracellular vesicle	1.477
ENSP00000384653	PSTK	GO:0005576	Extracellular region	1.830
ENSP00000384670	KIAA1210	GO:0005576	Extracellular region	0.625
ENSP00000384675	SOS1	GO:0005576	Extracellular region	2.330
ENSP00000384675	SOS1	GO:0005615	Extracellular space	1.856
ENSP00000384675	SOS1	GO:1903561	Extracellular vesicle	1.649
ENSP00000384675	SOS1	GO:0070062	Extracellular exosome	1.587
ENSP00000384683	RNASE9	GO:0005576	Extracellular region	3.817
ENSP00000384683	RNASE9	GO:0005615	Extracellular space	0.655
ENSP00000384683	RNASE9	GO:1903561	Extracellular vesicle	0.616
ENSP00000384683	RNASE9	GO:0070062	Extracellular exosome	0.524
ENSP00000384690	MMD2	GO:0005576	Extracellular region	0.970
ENSP00000384690	MMD2	GO:0005615	Extracellular space	0.623
ENSP00000384700	PAPOLB	GO:0005576	Extracellular region	1.646
ENSP00000384700	PAPOLB	GO:0070062	Extracellular exosome	1.582
ENSP00000384700	PAPOLB	GO:1903561	Extracellular vesicle	1.570
ENSP00000384700	PAPOLB	GO:0005615	Extracellular space	1.439
ENSP00000384708	FSHR	GO:0005576	Extracellular region	2.866
ENSP00000384708	FSHR	GO:0005615	Extracellular space	2.242
ENSP00000384708	FSHR	GO:1903561	Extracellular vesicle	1.470
ENSP00000384708	FSHR	GO:0070062	Extracellular exosome	1.272
ENSP00000384716	ZDHHC8	GO:0005576	Extracellular region	1.842
ENSP00000384716	ZDHHC8	GO:0005615	Extracellular space	0.656
ENSP00000384719	VSNL1	GO:0005576	Extracellular region	1.788
ENSP00000384719	VSNL1	GO:1903561	Extracellular vesicle	1.530
ENSP00000384719	VSNL1	GO:0005615	Extracellular space	1.515
ENSP00000384719	VSNL1	GO:0070062	Extracellular exosome	1.342
ENSP00000384725	PRDM6	GO:0005576	Extracellular region	1.051
ENSP00000384725	PRDM6	GO:0005615	Extracellular space	0.790
ENSP00000384744	DERL3	GO:0005576	Extracellular region	1.302
ENSP00000384744	DERL3	GO:0005615	Extracellular space	1.109
ENSP00000384763	SLC8A1	GO:0005576	Extracellular region	2.109
ENSP00000384763	SLC8A1	GO:0005615	Extracellular space	1.746
ENSP00000384763	SLC8A1	GO:1903561	Extracellular vesicle	1.400
ENSP00000384763	SLC8A1	GO:0070062	Extracellular exosome	1.305
ENSP00000384770	PSG4	GO:0005576	Extracellular region	3.611
ENSP00000384770	PSG4	GO:0005615	Extracellular space	1.342
ENSP00000384770	PSG4	GO:1903561	Extracellular vesicle	0.755
ENSP00000384770	PSG4	GO:0070062	Extracellular exosome	0.715
ENSP00000384792	WDR62	GO:0005576	Extracellular region	0.971
ENSP00000384792	WDR62	GO:1903561	Extracellular vesicle	0.601
ENSP00000384792	WDR62	GO:0005615	Extracellular space	0.597
ENSP00000384792	WDR62	GO:0070062	Extracellular exosome	0.516
ENSP00000384794	A4GALT	GO:0005576	Extracellular region	1.399
ENSP00000384794	A4GALT	GO:0005615	Extracellular space	1.043
ENSP00000384794	A4GALT	GO:1903561	Extracellular vesicle	0.811
ENSP00000384794	A4GALT	GO:0070062	Extracellular exosome	0.700
ENSP00000384823	FBXO11	GO:0005576	Extracellular region	1.312
ENSP00000384823	FBXO11	GO:1903561	Extracellular vesicle	1.106
ENSP00000384823	FBXO11	GO:0070062	Extracellular exosome	1.020
ENSP00000384823	FBXO11	GO:0005615	Extracellular space	0.996
ENSP00000384830	PSD	GO:0005576	Extracellular region	1.392
ENSP00000384830	PSD	GO:1903561	Extracellular vesicle	0.806
ENSP00000384830	PSD	GO:0005615	Extracellular space	0.767
ENSP00000384832	FAM104A	GO:0005576	Extracellular region	0.880
ENSP00000384848	PRR5	GO:0005576	Extracellular region	1.478
ENSP00000384848	PRR5	GO:0005615	Extracellular space	1.030
ENSP00000384848	PRR5	GO:1903561	Extracellular vesicle	0.530
ENSP00000384849	CDKN1A	GO:0005576	Extracellular region	3.073
ENSP00000384849	CDKN1A	GO:0005615	Extracellular space	2.490
ENSP00000384849	CDKN1A	GO:1903561	Extracellular vesicle	2.399
ENSP00000384849	CDKN1A	GO:0070062	Extracellular exosome	2.188
ENSP00000384851	ESRRA	GO:0005576	Extracellular region	4.424
