name,uniprot,n_measure,n_tissue,n_cell,n_common,hacells_label,emblcells_label,cell label score,cell label,haatlas_label,emblatlas_label,mspatlas_label,msratlas_label,tissue label score,tissue label,Gobal label score (GLS),Global label
tRNA splicing endonuclease subunit 15,Q8WW01,6,4,2,3,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,common,common,muscle,common,1,muscle,1.8,common
tRNA-histidine guanylyltransferase 1 like,Q9NWX6,6,4,2,2,bcell,"erythrocytes,monocytes",1,bcell,"bonemarrow,colon",common,"artery,brain",common,1.8,common,1.8,common
tRNA-yW synthesizing protein 1 homolog,Q9NV66,4,3,1,3,,common,0,,,common,heart,common,1,heart,1,common
tropomyosin 1,P09493,6,4,2,3,common,common,0,,prostate,heart,muscle,common,3,heart.muscle.prostate,3,common
TruB pseudouridine synthase family member 1,Q8WWH5,6,4,2,3,common,common,0,,"adiposetissue,heart",common,"adrenalgland,brain",adrenalgland,1.45,adrenalgland,1.45,common
TruB pseudouridine synthase family member 2,O95900,6,4,2,3,"tcellcd4,tcellcd8",monocytes,1,monocytes,common,common,heart,common,1,heart,1,common
"tryptophanyl tRNA synthetase 2, mitochondrial",Q9UGM6,6,4,2,4,common,erythrocytes,1,erythrocytes,colon,common,common,common,1,colon,1,common
"Ts translation elongation factor, mitochondrial",P43897,6,4,2,4,common,erythrocytes,1,erythrocytes,"colon,stomach",common,common,common,0.9,colon.stomach,1,common
TSC complex subunit 1,Q92574,6,4,2,4,common,common,0,,common,common,brain,"brain,thyroid",1.45,brain,1.45,common
TSC complex subunit 2,P49815,6,4,2,3,"macrophages,monocytes",common,0.9,macrophages.monocytes,brain,common,brain,common,2,brain,2,common
TSPY like 1,Q9H0U9,6,4,2,3,platelets,common,1,platelets,colon,common,"brain,muscle",common,1,colon,1,common
TSR1 ribosome maturation factor,Q2NL82,6,4,2,4,common,"macrophage,monocytes",0.9,macrophages.monocytes,common,common,pancreas,common,1,pancreas,1,common
TSR2 ribosome maturation factor,Q969E8,6,4,2,3,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,brain,common,brain,common,2,brain,2,common
"Tu translation elongation factor, mitochondrial",P49411,6,4,2,2,"bcell,tcellcd8",monocytes,1,monocytes,"colon,kidney",common,"heart,muscle",common,1.8,common,1.8,common
tubulin beta 4B class IVb,P68371,6,4,2,3,common,erythrocytes,1,erythrocytes,brain,common,brain,common,2,brain,2,common
tubulin folding cofactor C,Q15814,6,4,2,5,common,common,0,,common,common,"brain,muscle",common,0.9,brain.muscle,0.9,common
tubulin folding cofactor D,Q9BTW9,6,4,2,3,common,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,spleen,common,brain,common,2,brain.spleen,2,common
tubulin folding cofactor E,Q15813,3,2,1,3,common,,0,,common,common,,,0,,0,common
tubulin folding cofactor E like,Q5QJ74,6,4,2,4,common,erythrocytes,1,erythrocytes,common,common,muscle,common,1,muscle,1,common
tubulin gamma 1,P23258,6,4,2,3,"macrophages,monocytes",erythrocytes,1,erythrocytes,common,common,brain,common,1,brain,1,common
tubulin gamma complex associated protein 2,Q9BSJ2,6,4,2,3,common,monocytes,1,monocytes,common,pancreas,"artery,brain",common,1,pancreas,1,common
tubulin gamma complex associated protein 3,Q96CW5,6,4,2,4,common,neutrophils,1,neutrophils,common,common,"colon,esophagus",common,0.9,colon.esophagus,1,common
tubulin gamma complex associated protein 6,Q96RT7,6,4,2,3,neutrophils,common,1,neutrophils,spleen,common,muscle,common,2,muscle.spleen,2,common
tubulin polyglutamylase complex subunit 1,Q6ZTW0,2,1,1,2,,common,0,,,common,,,0,,0,common
tubulointerstitial nephritis antigen like 1,Q9GZM7,6,4,2,3,"macrophages,monocytes",common,0.9,macrophages.monocytes,common,artery,artery,common,2,artery,2,common
tudor and KH domain containing,Q9Y2W6,6,4,2,3,common,"platelets,tcellcd8",0.9,platelets.tcellcd8,common,"brain,muscle",brain,common,1.45,brain,1.45,common
tudor domain containing 7,Q8NHU6,6,4,2,3,platelets,"macrophage,neutrophils",1,platelets,common,common,artery,common,1,artery,1,common
tuftelin interacting protein 11,Q9UBB9,6,4,2,3,common,platelets,1,platelets,brain,common,muscle,common,2,brain.muscle,2,common
tumor protein D52,P55327,6,4,2,3,monocytes,bcell,2,bcell.monocytes,common,common,"brain,pancreas",common,0.9,brain.pancreas,2,common
tumor protein p53 binding protein 1,Q12888,6,4,2,4,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,common,common,ovary,common,1,ovary,1,common
tumor protein p53 inducible nuclear protein 1,Q96A56,2,1,1,2,,common,0,,,common,,,0,,0,common
tumor protein p53 inducible protein 13,Q8NBR0,2,1,1,2,,common,0,,,common,,,0,,0,common
"tumor protein, translationally-controlled 1",P13693,6,4,2,5,common,common,0,,common,common,muscle,common,1,muscle,1,common
tumor suppressing subtransferable candidate 4,Q9Y5U2,6,4,2,5,common,common,0,,common,common,"heart,muscle",common,0.9,heart.muscle,0.9,common
tumor susceptibility 101,Q99816,6,4,2,3,macrophages,"erythrocytes,neutrophils",1,macrophages,common,common,"brain,muscle",common,0.9,brain.muscle,1,common
twinfilin actin binding protein 1,Q12792,6,4,2,3,macrophages,"macrophage,neutrophils",1.45,macrophages,common,common,"colon,esophagus",common,0.9,colon.esophagus,1.45,common
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,P31946,6,4,2,3,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,common,brain,common,1,brain,1,common
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,P62258,6,4,2,3,"macrophages,monocytes","monocytes,neutrophils",0.9,monocytes,common,common,brain,common,1,brain,1,common
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,P27348,6,4,2,3,"tcellcd4,tcellcd8","macrophage,monocytes",1.8,common,common,common,brain,common,1,brain,1.8,common
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,P63104,6,4,2,3,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,common,brain,common,1,brain,1,common
tyrosine kinase 2,P29597,6,4,2,4,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,common,common,brain,common,1,brain,1,common
tyrosyl-DNA phosphodiesterase 1,Q9NUW8,6,4,2,3,common,erythrocytes,1,erythrocytes,common,bonemarrow,heart,common,2,bonemarrow.heart,2,common
tyrosyl-tRNA synthetase 2,Q9Y2Z4,6,4,2,4,common,macrophage,1,macrophages,brain,common,common,common,1,brain,1,common
U2 small nuclear RNA auxiliary factor 1,Q01081,6,4,2,3,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,"colon,stomach",common,common,pancreas,1,pancreas,1,common
U2 snRNP associated SURP domain containing,O15042,6,4,2,4,common,common,0,,"bladder,stomach",common,ovary,common,1,ovary,1,common
UbiA prenyltransferase domain containing 1,Q9Y5Z9,6,4,2,3,tcellcd8,common,1,tcellcd8,colon,common,thyroid,common,2,colon.thyroid,2,common
ubinuclein 2,Q6ZU65,4,3,1,3,,common,0,,,common,"lung,spleen",common,0.9,lung.spleen,0.9,common
ubiquilin 1,Q9UMX0,6,4,2,4,"tcellcd4,tcellcd8",monocytes,1,monocytes,common,common,common,common,0,,1,common
ubiquilin 2,Q9UHD9,6,4,2,4,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,common,common,brain,common,1,brain,1,common
ubiquilin 3,Q9H347,1,1,0,1,,,0,,,common,,,0,,0,common
ubiquinol-cytochrome c reductase binding protein,P14927,6,4,2,3,"macrophages,tcellcd4",common,0.9,macrophages.tcellcd4,"pancreas,stomach",heart,common,common,1,heart,1,common
ubiquinol-cytochrome c reductase complex assembly factor 1,Q9NVA1,6,4,2,3,common,platelets,1,platelets,common,heart,"heart,muscle",common,1.45,heart,1.45,common
ubiquinol-cytochrome c reductase complex assembly factor 2,Q9BRT2,6,4,2,4,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,common,heart,common,common,1,heart,1,common
ubiquinol-cytochrome c reductase complex III subunit VII,O14949,6,4,2,3,"tcellcd4,tcellcd8",macrophage,1,macrophages,common,common,"heart,muscle",common,0.9,heart.muscle,1,common
ubiquinol-cytochrome c reductase hinge protein,P07919,6,4,2,3,tcellcd4,common,1,tcellcd4,colon,heart,common,common,2,colon.heart,2,common
"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",P47985,6,4,2,3,common,monocytes,1,monocytes,common,heart,"heart,muscle",common,1.45,heart,1.45,common
ubiquitin A-52 residue ribosomal protein fusion product 1,P62987,4,3,1,3,,common,0,,,common,"brain,muscle",common,0.9,brain.muscle,0.9,common
ubiquitin associated protein 1 like,F5GYI3,2,1,1,2,,common,0,,,common,,,0,,0,common
ubiquitin associated protein 2 like,Q14157,6,4,2,3,bcell,neutrophils,2,bcell.neutrophils,common,common,muscle,common,1,muscle,2,common
ubiquitin B,P0CG47,4,2,2,3,common,common,0,,common,liver,,,1,liver,1,common
ubiquitin C-terminal hydrolase L3,P15374,6,4,2,3,macrophages,macrophage,2,macrophages,common,common,muscle,common,1,muscle,2,common
ubiquitin C-terminal hydrolase L5,Q9Y5K5,6,4,2,4,common,erythrocytes,1,erythrocytes,common,common,"liver,muscle",common,0.9,liver.muscle,1,common
ubiquitin conjugating enzyme E2 D1,P51668,6,4,2,3,macrophages,common,1,macrophages,common,common,muscle,"heart,muscle",1.45,muscle,1.45,common
ubiquitin conjugating enzyme E2 D2,P62837,4,2,2,3,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,common,common,,,0,,0.9,common
ubiquitin conjugating enzyme E2 E1,P51965,6,4,2,4,common,macrophage,1,macrophages,common,common,esophagus,common,1,esophagus,1,common
ubiquitin conjugating enzyme E2 E2,Q96LR5,6,4,2,3,common,"macrophage,monocytes",0.9,macrophages.monocytes,common,heart,"artery,colon",common,1,heart,1,common
ubiquitin conjugating enzyme E2 E3,Q969T4,6,4,2,3,monocytes,common,1,monocytes,ovary,common,brain,common,2,brain.ovary,2,common
ubiquitin conjugating enzyme E2 F (putative),Q969M7,6,4,2,2,"tcellcd4,tcellcd8","neutrophils,platelets",1.8,common,common,pancreas,"brain,muscle",common,1,pancreas,1.8,common
ubiquitin conjugating enzyme E2 G1,P62253,6,4,2,4,common,neutrophils,1,neutrophils,common,common,muscle,common,1,muscle,1,common
ubiquitin conjugating enzyme E2 G2,P60604,6,4,2,4,macrophages,common,1,macrophages,common,common,liver,common,1,liver,1,common
ubiquitin conjugating enzyme E2 J1,Q9Y385,6,4,2,3,common,neutrophils,1,neutrophils,common,bonemarrow,spleen,common,2,bonemarrow.spleen,2,common
ubiquitin conjugating enzyme E2 K,P61086,6,4,2,6,common,common,0,,common,common,common,common,0,,0,common
ubiquitin conjugating enzyme E2 L3,P68036,6,4,2,3,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,common,"brain,muscle",common,0.9,brain.muscle,1,common
ubiquitin conjugating enzyme E2 L6,O14933,6,4,2,4,common,common,0,,common,liver,liver,common,2,liver,2,common
ubiquitin conjugating enzyme E2 M,P61081,6,4,2,3,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,common,muscle,"brain,muscle",common,1.45,muscle,1.45,common
ubiquitin conjugating enzyme E2 N,P61088,6,4,2,4,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,common,common,"brain,muscle",common,0.9,brain.muscle,0.9,common
ubiquitin conjugating enzyme E2 Q1,Q7Z7E8,6,4,2,3,common,macrophage,1,macrophages,brain,common,brain,common,2,brain,2,common
ubiquitin conjugating enzyme E2 Q2,Q8WVN8,4,3,1,3,,common,0,,,common,liver,common,1,liver,1,common
ubiquitin conjugating enzyme E2 R2,Q712K3,6,4,2,4,common,neutrophils,1,neutrophils,common,common,muscle,common,1,muscle,1,common
ubiquitin conjugating enzyme E2 Z,Q9H832,6,4,2,3,"tcellcd4,tcellcd8",macrophage,1,macrophages,common,common,brain,common,1,brain,1,common
ubiquitin D,O15205,1,1,0,1,,,0,,,common,,,0,,0,common
ubiquitin domain containing 2,Q8WUN7,6,4,2,3,macrophages,macrophage,2,macrophages,common,common,"brain,heart",common,0.9,brain.heart,2,common
ubiquitin fold modifier 1,P61960,6,4,2,4,common,common,0,,stomach,common,"brain,pancreas",common,1,stomach,1,common
ubiquitin interaction motif containing 1,Q96RL1,6,4,2,3,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,common,ovary,common,1,ovary,1,common
ubiquitin like 3,O95164,4,2,2,3,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,common,common,,,0,,0.9,common
ubiquitin like 4A,P11441,6,4,2,3,"monocytes,tcellcd4",platelets,1,platelets,common,common,"brain,muscle",common,0.9,brain.muscle,1,common
ubiquitin like 7,Q96S82,6,4,2,3,"macrophages,monocytes",common,0.9,macrophages.monocytes,stomach,common,"brain,muscle",common,1,stomach,1,common
ubiquitin like domain containing CTD phosphatase 1,Q8WVY7,6,4,2,4,common,neutrophils,1,neutrophils,common,common,"brain,nerve",common,0.9,brain.nerve,1,common
ubiquitin like modifier activating enzyme 1,P22314,6,4,2,4,common,neutrophils,1,neutrophils,common,common,brain,common,1,brain,1,common
ubiquitin like modifier activating enzyme 3,Q8TBC4,6,4,2,3,common,"neutrophils,platelets",0.9,neutrophils.platelets,common,heart,"brain,heart",common,1.45,heart,1.45,common
ubiquitin like modifier activating enzyme 5,Q9GZZ9,6,4,2,3,common,bcell,1,bcell,common,pancreas,pancreas,common,2,pancreas,2,common
ubiquitin like modifier activating enzyme 6,A0AVT1,6,4,2,4,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,common,common,brain,common,1,brain,1,common
ubiquitin like with PHD and ring finger domains 2,Q96PU4,6,4,2,3,bcell,common,1,bcell,common,bonemarrow,nerve,common,2,bonemarrow.nerve,2,common
ubiquitin protein ligase E3 component n-recognin 1,Q8IWV7,6,4,2,4,common,platelets,1,platelets,common,common,"artery,brain",common,0.9,artery.brain,1,common
ubiquitin protein ligase E3 component n-recognin 2,Q8IWV8,6,4,2,3,monocytes,neutrophils,2,monocytes.neutrophils,common,common,liver,common,1,liver,2,common
ubiquitin protein ligase E3 component n-recognin 7,Q8N806,6,4,2,4,common,erythrocytes,1,erythrocytes,common,common,esophagus,common,1,esophagus,1,common
ubiquitin protein ligase E3A,Q05086,6,4,2,4,common,common,0,,common,common,muscle,muscle,2,muscle,2,common
ubiquitin protein ligase E3C,Q15386,6,4,2,4,common,macrophage,1,macrophages,common,common,brain,common,1,brain,1,common
ubiquitin recognition factor in ER associated degradation 1,Q92890,6,4,2,3,common,"erythrocytes,neutrophils",0.9,erythrocytes.neutrophils,common,liver,muscle,common,2,liver.muscle,2,common
ubiquitin related modifier 1,Q9BTM9,6,4,2,3,common,monocytes,1,monocytes,spleen,common,muscle,common,2,muscle.spleen,2,common
ubiquitin specific peptidase 10,Q14694,6,4,2,4,common,neutrophils,1,neutrophils,common,common,"heart,liver",common,0.9,heart.liver,1,common
ubiquitin specific peptidase 14,P54578,6,4,2,4,common,"erythrocytes,monocytes",0.9,erythrocytes.monocytes,common,common,"brain,muscle",common,0.9,brain.muscle,0.9,common
ubiquitin specific peptidase 16,Q9Y5T5,6,4,2,5,common,common,0,,nerve,common,common,common,1,nerve,1,common
ubiquitin specific peptidase 19,O94966,6,4,2,3,common,common,0,,brain,common,muscle,muscle,2,muscle,2,common
ubiquitin specific peptidase 36,Q9P275,4,3,1,3,,monocytes,1,monocytes,,common,common,common,0,,1,common
ubiquitin specific peptidase 39,Q53GS9,6,4,2,3,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,common,common,ovary,"heart,muscle",1,ovary,1,common
ubiquitin specific peptidase 4,Q13107,6,4,2,3,"macrophages,monocytes",neutrophils,1,neutrophils,common,common,brain,common,1,brain,1,common
ubiquitin specific peptidase 40,Q9NVE5,6,4,2,3,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,common,"liver,pancreas",pancreas,common,1.45,pancreas,1.45,common
ubiquitin specific peptidase 47,Q96K76,6,4,2,3,"tcellcd4,tcellcd8",monocytes,1,monocytes,common,common,"heart,muscle",common,0.9,heart.muscle,1,common
ubiquitin specific peptidase 48,Q86UV5,6,4,2,4,"bcell,monocytes",common,0.9,bcell.monocytes,common,common,ovary,common,1,ovary,1,common
ubiquitin specific peptidase 5,P45974,6,4,2,3,"bcell,monocytes",erythrocytes,1,erythrocytes,common,common,brain,common,1,brain,1,common
ubiquitin specific peptidase 7,Q93009,6,4,2,4,common,common,0,,colon,common,brain,common,2,brain.colon,2,common
ubiquitin specific peptidase 8,P40818,6,4,2,4,common,neutrophils,1,neutrophils,common,common,brain,common,1,brain,1,common
ubiquitin specific peptidase 9 X-linked,Q93008,6,4,2,3,common,neutrophils,1,neutrophils,liver,common,brain,common,2,brain.liver,2,common
ubiquitin-fold modifier conjugating enzyme 1,Q9Y3C8,6,4,2,3,common,common,0,,stomach,pancreas,common,brain,3,brain.pancreas.stomach,3,common
"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",O14607,2,1,1,2,,common,0,,,common,,,0,,0,common
UBX domain protein 6,Q9BZV1,6,4,2,4,common,macrophage,1,macrophages,common,common,brain,common,1,brain,1,common
UBX domain protein 7,O94888,6,4,2,4,common,neutrophils,1,neutrophils,common,common,ovary,common,1,ovary,1,common
UDP-glucose glycoprotein glucosyltransferase 1,Q9NYU2,6,4,2,3,macrophages,"erythrocytes,neutrophils",1,macrophages,common,common,pancreas,common,1,pancreas,1,common
UDP-N-acetylglucosamine pyrophosphorylase 1,Q16222,6,4,2,3,bcell,erythrocytes,2,bcell.erythrocytes,common,common,liver,common,1,liver,2,common
UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,Q3KQV9,6,4,2,3,macrophages,macrophage,2,macrophages,common,common,"brain,nerve",common,0.9,brain.nerve,2,common
UFM1 specific ligase 1,O94874,6,4,2,4,common,platelets,1,platelets,common,common,pancreas,common,1,pancreas,1,common
unc-119 lipid binding chaperone B,A6NIH7,6,4,2,3,common,platelets,1,platelets,common,kidney,"colon,esophagus",common,1,kidney,1,common
unc-50 inner nuclear membrane RNA binding protein,Q53HI1,4,2,2,1,"macrophages,monocytes","erythrocytes,platelets",1.8,common,"colon,stomach",common,,,0.9,colon.stomach,1.8,common
unc-51 like autophagy activating kinase 1,O75385,6,4,2,3,common,neutrophils,1,neutrophils,"colon,kidney",common,nerve,common,1,nerve,1,common
unconventional SNARE in the ER 1,Q9NZ43,6,4,2,5,common,common,0,,common,common,common,"brain,liver",0.9,brain.liver,0.9,common
unk like zinc finger,Q9H9P5,4,3,1,3,,common,0,,,common,nerve,common,1,nerve,1,common
unk zinc finger,Q9C0B0,6,4,2,4,platelets,common,1,platelets,common,common,"brain,nerve",common,0.9,brain.nerve,1,common
UPF1 RNA helicase and ATPase,Q92900,6,4,2,3,common,monocytes,1,monocytes,common,pancreas,liver,common,2,liver.pancreas,2,common
UPF2 regulator of nonsense mediated mRNA decay,Q9HAU5,6,4,2,3,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,common,"artery,brain",common,0.9,artery.brain,1,common
UPF3A regulator of nonsense mediated mRNA decay,Q9H1J1,4,3,1,3,,common,0,,,common,brain,common,1,brain,1,common
UPF3B regulator of nonsense mediated mRNA decay,Q9BZI7,6,4,2,3,"bcell,monocytes",neutrophils,1,neutrophils,common,common,"artery,brain",common,0.9,artery.brain,1,common
